Homo sapiens	Saccharomyces cerevisiae	Candida albicans	Botrytis cinerea	Thermothielavioides terrestris	Aspergillus oryzae	Toxoplasma gondii	Plasmodium sp. gorilla clade G2	Trypanosoma brucei	Leishmania infantum	Staphylococcus aureus	Priestia aryabhattai	Streptococcus pneumoniae	Streptococcus thermophilus	Streptococcus suis	Limosilactobacillus fermentum	Enterococcus faecalis	Enterococcus faecium	Blautia wexlerae	Blautia massiliensis	Blautia sp. SC05B48	Blautia obeum	Anaerostipes hadrus	[Ruminococcus] torques	[Ruminococcus] gnavus	[Eubacterium] rectale	Anaerobutyricum hallii	Coprococcus comes	[Clostridium] scindens	Dorea longicatena	Enterocloster bolteae	Oscillospiraceae bacterium	Ruminococcus sp. SR1/5	Clostridium sp. AWRP	Clostridium neonatale	Eubacterium callanderi	Mogibacterium diversum	uncultured Clostridia bacterium	Erysipelatoclostridium ramosum	[Clostridium] innocuum	Erysipelotrichaceae bacterium 66202529	Parvimonas micra	Actinomyces graevenitzii	Schaalia odontolytica	Bifidobacterium longum	Eggerthella lenta	Collinsella aerofaciens	Escherichia coli	Klebsiella pneumoniae	Polynucleobacter sp. MG-Unter2-18	Bacteroides thetaiotaomicron	Bacteroides uniformis	Phocaeicola dorei	Phocaeicola vulgatus	Parabacteroides distasonis	Parabacteroides merdae	Tepiditoga spiralis	uncultured human fecal virus	Sellimonas intestinalis	Clostridium perfringens	Clostridiaceae bacterium Marseille-Q4149	Lactococcus lactis	Limosilactobacillus oris	Megasphaera massiliensis	Bifidobacterium adolescentis	Bifidobacterium pseudocatenulatum	Bifidobacterium bifidum	Collinsella stercoris	Bacteroides salyersiae	Listeria monocytogenes	Streptococcus lutetiensis	Streptococcus infantarius	Klebsiella oxytoca	Christensenella minuta	Streptococcus sp. HSISS1	Streptococcus equinus	Streptococcus gallolyticus	Lacticaseibacillus paracasei	Arachnia rubra	Klebsiella michiganensis
Staphylococcus aureus	-0.347877929500149	-0.0430279640219125	-0.0608840798996553	-0.0267156742802294	-0.133556055674216	-0.0640182353552095	-0.168222093995478	-0.170620057330619	-0.115270732751106	-0.0269845499323869	NA	0.00381230782371672	0.294509347935317	0.319696366484526	0.922596187536497	-0.0510846301259945	-0.00732662249362429	0.39809977137447	0.533510521435732	0.00596004918903981	0.0191892067016005	0.545278604748889	0.0505980489991373	0.747892739937453	0.00957656470395407	0.317657749073557	0.762212630698247	0.839406559456365	0.955290699266024	0.949385492175463	-0.0529614650012176	0.27147798972492	0.000988424956942964	0.115402245826763	0.532630057600669	-0.0578365615284517	0.656027747612304	0.593661004096166	0.0870389955266007	0.00991548051692256	-0.041947344192523	0.0256406810698977	-0.0198785064461885	0.106261532613406	-0.0510703239711145	0.0214828149435456	0.782205170571439	-0.0283656642690794	-0.0105269373501539	-0.0157109913267518	-0.0130168800159736	-8.77149435871897e-05	0.0972542908650951	-0.070035856746222	-0.0577563495262995	-0.0546514683661041	-0.0172017971840389	0.358346150669117	-0.0677124395415537	0.830738365224067	0.162414367256266	0.900749994945338	0.0364961786230996	0.627986948170603	-0.0491133284704016	-0.051538883441496	-0.0492694220294035	0.013915799355787	0.0959380407782674	0.00924157446013239	-0.0456230412143183	-0.0400602697930975	-0.00459106916522656	0.446511534349189	0.955903359270829	-0.0542847898064205	-0.0175442668772962	0.161020575053375	-0.0276330651134378	0.0158527847767287
Priestia aryabhattai	-0.577416934713941	-0.0287901582284413	-0.0772138389339421	-0.12273040167577	0.380427152032539	0.0406983731391602	-0.351078811833693	0.229759181615185	-0.295064076783941	-0.0613545211113831	0.00381230782371672	NA	0.260525263587981	0.488553228337223	0.254023056655916	-0.0600683555630144	-0.0629689463972534	0.0924075519813409	0.604194515474493	0.610894421556828	0.608958907798112	0.634586202153568	0.638434936046885	0.449588772662975	0.0981457320655366	0.734824386476181	0.41354556821292	0.422169526998314	0.11719427502076	0.1857590067812	-0.0630460311715791	0.659860476908982	0.611384513277718	0.885098733936497	0.632398364219194	-0.0791188396887488	0.372666593698812	0.50419905505787	0.537172354376207	0.111862754271592	0.0373173957835084	0.513675256984313	0.535684529302171	0.565652814720878	0.0909155453992615	0.0893647398404036	0.0972403266626376	-0.043974321082514	-0.0414039583321643	-0.132756870030709	-0.0293797505541791	-0.0670103115025785	0.022653415180652	-0.0841620723370835	-0.0788428643864611	-0.0636699990477919	0.67325412751302	0.739470971161859	0.132509207623965	0.143205841695606	0.493073904763874	0.237949334431337	-0.0607695853854339	0.0661359551984813	-0.0616690234463183	-0.0713934622993719	-0.0687941293463455	0.0684970294061821	0.0365619794615389	0.0285924830317794	-0.00327037208341007	0.0106098194792892	0.0376029352013361	0.237386422205655	0.102612265848325	0.0335602543224385	-0.0239814625595362	0.303961946560773	0.507322696301803	0.0779288318918252
Streptococcus pneumoniae	-0.236931881859972	0.311604382858223	0.429237936634007	0.292634061941386	0.244573250854426	0.190019322532527	0.0949855465212488	0.306300207586629	0.256342814379038	0.135996230283813	0.294509347935317	0.260525263587981	NA	0.539482182312818	0.303792185058597	-0.105627032320402	0.00275865417148444	0.0256915276552061	0.294862357663506	0.514250545879172	0.50806283640698	0.382730747645006	0.483938729689145	0.210227373645552	-0.0796264177891821	0.0329535730727113	0.165897193127288	0.295675445950363	0.270680899176744	0.268038974610407	-0.0930725360784709	0.0930839363690578	0.508075125486606	0.415723000874957	0.322840337212992	-0.0830224810431671	0.516610043802271	0.13867459748728	0.470511638540545	-0.0730636275088217	0.564750868800831	0.501492651414026	0.486226259537756	0.490904383654309	0.256210013449556	-0.0668903780185152	0.126742536633819	-0.00513056676167461	-0.176214895388032	0.297996127290733	-0.110152109755566	-0.0374553634919622	0.093912204739109	-0.103604643245135	-0.104995333700269	-0.0676903225517832	0.458144513313406	0.343629963372715	-0.0828235088157642	0.360787215995206	-0.0252778103750463	0.221047393244045	-0.0777280774937757	0.15924567709384	-0.0980953542705896	-0.0840740913534205	-0.0962599276020123	-0.103397844952862	0.049704165267878	-0.183010189921228	-0.0450785444306944	-0.0269170202974148	-0.0125782481315262	0.0885546436416632	0.313513455076481	-0.0601557916947375	-0.0212812776257928	0.117338666420362	0.475058577971924	-0.00222300879525281
Streptococcus thermophilus	-0.459213894337375	0.0619391121682582	-0.0595551138030593	-0.102844090454332	0.350369388063129	0.167503002609292	-0.30867334262525	0.573337693598488	-0.25041594463571	-0.0452119787252611	0.319696366484526	0.488553228337223	0.539482182312818	NA	0.481187195214801	-0.00141903849638833	-0.0131787360727089	0.125608692554783	0.548013485989806	0.928464349784672	0.934014542281641	0.722991683187072	0.934531899472997	0.393176386708844	0.00666079976653739	0.0948463756872466	0.268650052004158	0.51613268094857	0.409094980777981	0.412380415145705	-0.00122014975263307	0.220471245793739	0.927362341009965	0.791012422797632	0.582603698071487	-0.00655314969600337	0.89307729242688	0.267363987048314	0.907095975691555	-0.00615817685042921	0.0378607701650367	0.942739959976439	0.937113391136585	0.92554221343984	-0.0321591407018576	0.0488259064222633	0.268838837345247	-0.033900389699127	-0.0518082745122685	-0.156422255599999	-0.0158186786018538	0.0201765166017522	-0.000206722399823368	-0.0149176551967446	-0.00807687877122112	-0.0390017384759669	0.820658239823289	0.649360340124299	-0.0369003943298775	0.34271112495917	0.00457125482014665	0.393682952725448	0.0317542051621594	0.175620543010498	0.00173148127454168	-0.00658403388591412	-0.00181570976392016	0.0258198033812357	-0.00529381206481361	-0.00654670565878427	-0.0388474947785409	-0.00715855476604934	0.000248695051008417	0.254584761407161	0.458783685927606	-0.0432024952113602	-0.013114826311564	0.266711932746477	0.905752896166298	0.030081274871299
Streptococcus suis	-0.615884037012804	-0.225901912666522	-0.00587075466662317	-0.241321741632592	-0.0574227681219287	-0.139576068815809	-0.441192293726011	-0.0820049505175712	-0.36001264420355	-0.172087470751273	0.922596187536497	0.254023056655916	0.303792185058597	0.481187195214801	NA	-0.0037406594556514	0.0926423831390495	0.545173303037493	0.69713728869763	0.221833600069104	0.242332305995745	0.760475668664364	0.261358774513468	0.889038760801241	0.195762953766388	0.466665174103119	0.836742684986056	0.932315076486359	0.973134433038288	0.966552693776481	-0.0142419025259533	0.475311867300088	0.216160072887256	0.371223661629119	0.78252478319535	-0.0326215747355499	0.78957380148775	0.744466724901834	0.326388551724542	0.197754759158104	0.0297226607959993	0.228670188441943	0.174056856722914	0.31534833615408	0.0364076546997919	0.212592879635061	0.807392512604287	-0.0665395852539605	0.00162367552641868	-0.236624053628213	0.0147000709477315	-0.0013490090122749	0.0424388444602734	-0.0225219607106117	-0.0215062123083282	-0.0420818028340177	0.155029585040919	0.580280753871852	0.118365650302564	0.930576515607732	0.305633843882909	0.929211976228223	0.0665493516373784	0.625703290617744	-0.0122490293018236	0.0159721453423558	0.00186622946399489	0.165880483626326	0.0514725922814942	0.0847708009262578	0.132407769879715	0.140937928700791	-0.00784596993865339	0.648286406883899	0.953205764637906	0.146691405851817	0.139174173631933	0.388594991908698	0.163303034389003	0.0278669085449825
Limosilactobacillus fermentum	-0.339613973507123	-0.167954025187157	-0.0210857201766126	-0.155031908933197	-0.129078460283486	-0.14391465483489	-0.208339890612859	-0.147799183479738	-0.184827941712528	-0.117013948581183	-0.0510846301259945	-0.0600683555630144	-0.105627032320402	-0.00141903849638833	-0.0037406594556514	NA	-0.00342777475422206	0.0276676168779227	-0.0472066532948679	-0.0108390109486466	-0.0137811186611545	-0.0183028263950714	-0.0377625704314921	0.0389481414226546	0.0365510444534731	-0.0419983830144147	-0.0412909405082105	0.0907762030598722	0.0906957108275164	-0.0257129634424197	0.990610748531637	0.124642471283879	-0.0184700113227967	-0.0404175700443923	-0.00706650180568158	0.966862297110649	-0.0375426462174269	0.0678250166310969	-0.0257344136734205	0.0417808167331139	0.0199369793388627	-0.0294709046145494	-0.0286296383256837	-0.0360082749148635	0.712310969418357	0.157868373203109	0.527751401864294	0.130684746207788	0.00773493994617043	-0.115667004617758	0.839466784074264	0.86582492819103	0.105133787965009	0.941264366817355	0.974199348954376	0.119962177639393	-0.0871802162227742	-0.0368083733712812	0.0482102956922483	-0.0148599011795086	-0.0207677233159018	0.0605326595859772	0.992829974150457	-0.022340224448651	0.996796047865401	0.955356116702084	0.985257195301866	0.853198588680603	0.120030114291641	0.00314613421378949	0.0172537483207288	0.0164900931155858	0.226959769520128	0.0330659824517465	0.113709204832335	0.0264087343009802	0.00971843638168409	0.532423138631688	-0.0183971335699027	0.334903050713404
Enterococcus faecalis	0.000501849857045272	0.0293668377322484	0.3867845127127	0.0459953688400005	0.206588304274705	0.152044132727684	-0.066948694771251	-0.140313432653574	-0.0397666961288321	0.0861730215720764	-0.00732662249362429	-0.0629689463972534	0.00275865417148444	-0.0131787360727089	0.0926423831390495	-0.00342777475422206	NA	-0.0148893432565965	-0.0189570332444998	-0.0201972126512875	-0.0220629747523799	0.00134943804752506	-0.0162761738304579	-0.0257958340860442	-0.0289944561201387	-0.0215991185377844	-0.0182629412368433	-0.0136280724379882	-0.0254513326705205	-0.0180758700325186	-0.00457808290550124	-0.0168900086211997	-0.0192598153462936	-0.0598975531497362	0.0478863863342198	0.0223443382377578	0.175438244258807	-0.0144258810781436	-0.0237490015205129	-0.0279583004347774	-0.0270354904957777	0.128878161320589	-0.0118218496715609	0.0281379819411244	-0.0252332746677929	-0.0234155495079436	0.044710822639149	-0.0246245738479755	-0.0728070288131747	0.0268301081518318	0.0619540485399066	0.072413415863045	0.0235747253624544	0.0437391322781703	0.0156902430805816	-0.0018390880425299	-0.075897632007105	-0.0238149685548108	-0.0255053333570939	0.197622947076621	0.0382236287056852	-0.0169194775950974	-0.0110121248364752	0.106273507665568	0.00845506464500385	0.279444327380829	0.145655519281726	-0.00602696590512568	0.000444083285294743	0.159189590827206	0.897539876878867	0.907275712179827	-0.0467693208849322	0.0610332873267599	-0.0344456224794338	0.771150710702534	0.958282485695737	-0.0713849270277446	-0.0327604870848985	-0.0513003931333344
Enterococcus faecium	-0.627243779526631	-0.287307401778871	-0.0691016536421567	-0.27071779807941	-0.288764115356133	-0.238020379063269	-0.440069491969323	-0.238487489643776	-0.367623271887233	-0.207796186553787	0.39809977137447	0.0924075519813409	0.0256915276552061	0.125608692554783	0.545173303037493	0.0276676168779227	-0.0148893432565965	NA	0.181513091286742	-0.0252645623233059	0.0289335448501248	0.394546515637552	-0.00904273206055205	0.548650623197917	0.872832439985568	0.0921823219569426	0.303006482412613	0.368688709917358	0.558153647788236	0.420820285824	-0.0438170228545425	0.203565981663533	-0.0265510154920785	0.141333177694588	0.594740058545222	-0.0567799415193024	0.273750820923392	0.39363244582332	0.271843963155475	0.915381071591603	0.0397261399290534	-0.0084459145747005	-0.0280113933164342	0.00937732650397529	-0.0689747562146737	0.84383444934707	0.324844045354499	-0.0685385883462511	0.11574099433697	-0.252402483582298	0.0655497249350604	-0.0642604746099967	-0.0367357500809476	-0.0531046606932293	-0.0483995146071883	-0.0340485713442926	-0.100102949651166	0.167805953214446	0.868065087823554	0.678856593340688	0.0377652776352819	0.369170061665115	-0.00105910249394386	0.431901930584396	-0.035009458964263	-0.0372283378610899	-0.0403163019126949	0.509347198782318	-0.0220328600004929	0.0833261159179006	0.361036015896821	0.343144309076248	-0.0412518698761262	0.921654193636492	0.43411859261691	0.533748063299225	0.229849386725279	0.69681510308261	-0.04019669724073	-0.0278089088088636
Blautia wexlerae	-0.722197358485218	-0.202319370510085	-0.0796750250340467	-0.257333512437748	0.0982443208714942	-0.110360288016861	-0.49126960060001	0.0865064217949072	-0.408725683924059	-0.174858481524501	0.533510521435732	0.604194515474493	0.294862357663506	0.548013485989806	0.69713728869763	-0.0472066532948679	-0.0189570332444998	0.181513091286742	NA	0.532824803302814	0.533920193085233	0.939758296604287	0.579615385707837	0.879086369520917	0.0404909700392401	0.759790354429403	0.891318372188195	0.87562088150027	0.581451085300375	0.750618682447496	-0.0435300910720933	0.883265641616803	0.530191857765501	0.627181830347536	0.868053036186574	-0.0677622910277518	0.680540075189327	0.918110013681309	0.540282191021408	0.0074184695163681	0.0163026348953445	0.420239350670747	0.422237163485542	0.643145178213172	0.16145146547415	0.0695152822990127	0.568410408779704	-0.0647148336601476	-0.0527477437129021	-0.257052833886649	-0.0772898367363395	-0.0566038771770456	-0.0300753456512069	-0.0677016996178134	-0.0624861294729216	-0.0562906077560754	0.439180478953805	0.964991798942585	-0.0523591935871347	0.55516524982304	0.797014543694509	0.739751819228626	0.00288673167287948	0.274857822912004	-0.0404129431866543	-0.0386854567999615	-0.0396519482339227	0.0563482776442214	-0.0218981360103171	0.11859616494864	-0.0486186276083354	-0.0327282364880709	0.014177436003308	0.456444240343296	0.567709863154484	-0.0545244854718812	-0.0244069788062965	0.305304260224737	0.381119535924239	0.0476180073525218
Blautia massiliensis	-0.451738866313716	0.0654993248014091	-0.00732838581586545	-0.104963179661129	0.423481013585873	0.17631064896196	-0.313056566768541	0.626929152496887	-0.258105157852908	-0.0426683707033926	0.00596004918903981	0.610894421556828	0.514250545879172	0.928464349784672	0.221833600069104	-0.0108390109486466	-0.0201972126512875	-0.0252645623233059	0.532824803302814	NA	0.998303656896003	0.672130730191281	0.9939706935332	0.259892213510844	-0.00336775151684349	0.143021477311078	0.146349915891842	0.336218410646343	0.110996158724242	0.162376546435941	-0.007540672052647	0.309502982689546	0.999874804039988	0.844935713340905	0.528906191809366	-0.0155530173432383	0.717870288404281	0.221562371753888	0.940800053218042	-0.0237857858874313	0.115695679223772	0.972389133775716	0.987128249896781	0.979189817908287	0.0590527366444197	0.0363240938929612	0.0432926513169905	-0.034963954740648	-0.0653857055654181	-0.16129096479271	-0.0402537565989958	-0.00646649218576201	-0.0257219974827087	-0.0215329926033953	-0.0186165481848636	-0.0367573425724341	0.893392455998546	0.69436982028736	-0.0336343407060478	0.110276118101675	0.138137709855032	0.157899893823808	-0.0037973870423505	-0.0232011190601453	-0.00547440779192211	-0.0109374673723605	-0.00891345962775288	0.00851805752568579	-0.028776175249135	0.00880488708434007	-0.0403134118841269	-0.00895699722002505	0.00587387800078092	0.145747250532984	0.156756470712562	-0.0445163763354402	-0.0199980467458995	0.240597649029983	0.952679656576904	0.0303722008252135
Blautia sp. SC05B48	-0.479095711523192	0.0543510856266549	-0.0186050152732053	-0.115827194547897	0.409996818197154	0.167139741634801	-0.330888773195803	0.618515708252049	-0.273278240787872	-0.0510204643373726	0.0191892067016005	0.608958907798112	0.50806283640698	0.934014542281641	0.242332305995745	-0.0137811186611545	-0.0220629747523799	0.0289335448501248	0.533920193085233	0.998303656896003	NA	0.687044303004908	0.993175434766584	0.280506556130803	0.0503224612247157	0.136939389483963	0.151654685676167	0.345546249021126	0.132380816710339	0.175800532712931	-0.0150236346070881	0.310881019824225	0.998311476664774	0.848487260225422	0.554435614980942	-0.0235641824692858	0.727957988450868	0.232625970258252	0.957926622623353	0.0299012732353179	0.107298252679163	0.973258419668375	0.987391858740165	0.979222142532723	0.0428572436632361	0.0883794421309983	0.0495837218834208	-0.0388542239829155	-0.0585443627507424	-0.172169116300804	-0.0406488419152602	-0.0148990232474456	-0.0278850332471681	-0.0294788653685644	-0.026105586778528	-0.0387156301047836	0.888708187556852	0.69622712653061	0.0154648159737595	0.137682797275033	0.132634977103818	0.167282691853961	-0.00937391258180458	-0.00251822033233939	-0.0122048603262121	-0.0181164218201775	-0.0160880889023497	0.0330049520531541	-0.0293431020903044	0.0129988004432025	-0.0203042959743109	0.00997861733592595	0.00227187925589193	0.195807356714032	0.171117979318874	-0.0149331639444832	-0.00720808057122246	0.274082105265109	0.952024742430073	0.0263966441692823
Blautia obeum	-0.830262955357986	-0.195996710612089	-0.0712069095030762	-0.284820481823345	0.126610527767123	-0.0737333890621103	-0.572584975119882	0.17708336009255	-0.474602237198784	-0.190540109332189	0.545278604748889	0.634586202153568	0.382730747645006	0.722991683187072	0.760475668664364	-0.0183028263950714	0.00134943804752506	0.394546515637552	0.939758296604287	0.672130730191281	0.687044303004908	NA	0.710523343989048	0.883965615442127	0.253503425823517	0.623540298303809	0.795451082221084	0.868966748204582	0.650438786434689	0.745775091974583	-0.0328072849615103	0.779890384639476	0.669534657882945	0.743273305133668	0.956652035081624	-0.049124218199231	0.814650010195216	0.847063815091624	0.741324453423164	0.226035868143301	0.0490995935956951	0.595444925534933	0.589283194605521	0.756846374580283	0.115642851365751	0.284696686748476	0.555656016434213	-0.0747484863625955	-0.033523359583433	-0.299090903247661	-0.0254665254111196	-0.0304249455163399	0.00233416117320864	-0.0573632569412895	-0.0495807739146282	-0.0616347660806813	0.559599299891144	0.951118803340513	0.154482833165494	0.655640500599631	0.615474011687537	0.722857659485784	0.0178740241732266	0.364930503390378	-0.027013512957616	-0.0221508601648757	-0.0257566106512617	0.180366427670943	0.0104594231874499	0.111694048342805	0.0592452593241699	0.0761695459999882	0.00151445745622275	0.632137333477787	0.624675392784357	0.0902729480545075	0.0562818503296708	0.475616466593483	0.547856384311528	0.0397576150011519
Anaerostipes hadrus	-0.470064871241043	0.0700027319346403	-0.0622204637536909	-0.101842185987313	0.417507483323064	0.178172077952833	-0.312644485581197	0.606341946021318	-0.254391856410328	-0.0434474809280463	0.0505980489991373	0.638434936046885	0.483938729689145	0.934531899472997	0.261358774513468	-0.0377625704314921	-0.0162761738304579	-0.00904273206055205	0.579615385707837	0.9939706935332	0.993175434766584	0.710523343989048	NA	0.310321821318102	-2.19015482116393e-05	0.198326700976435	0.204031675116371	0.384817303361112	0.146773578356274	0.209830706596546	-0.0364127297485945	0.351312098341376	0.994888461805399	0.862264913491666	0.563598912056264	-0.042974628539668	0.73824566555158	0.272428082830431	0.940731237215108	-0.0222230178517536	0.0418727097286347	0.964734267092262	0.979973399329416	0.98311156757954	0.00421634014448616	0.0363556271616672	0.0695288688922251	-0.0355336399910869	-0.066550003762153	-0.154281708024732	-0.0530277437173644	-0.0161527961975116	-0.0138768269183075	-0.0523031905472864	-0.0456257259796839	-0.0430181555261889	0.895178202687245	0.732733381192556	-0.0361893011193077	0.126821054854438	0.18243734630421	0.208312941676407	-0.0274254504237418	0.00672330763495537	-0.0324753710256388	-0.0385210003535888	-0.0357462985203044	-0.009198466082458	-0.0190501276692186	0.0146261531667035	-0.0421573912256265	-0.0109449329975506	0.00155056842112859	0.169991008622728	0.186773433608171	-0.0464958311169019	-0.0210617851406799	0.231511070658581	0.938180573738734	0.0259047919295662
[Ruminococcus] torques	-0.816096519438743	-0.308761490922677	-0.0890712771660641	-0.320498445977842	-0.10659056024865	-0.231092817408922	-0.558298128338838	-0.152991575989981	-0.462666428935206	-0.23777307241485	0.747892739937453	0.449588772662975	0.210227373645552	0.393176386708844	0.889038760801241	0.0389481414226546	-0.0257958340860442	0.548650623197917	0.879086369520917	0.259892213510844	0.280506556130803	0.883965615442127	0.310321821318102	NA	0.32621535046041	0.714082893890871	0.947244744976196	0.950433357500243	0.830545752382457	0.898930713302392	0.0195781680541526	0.800111764580735	0.255534356758329	0.458880192016592	0.919156903171846	-0.00701726151049401	0.642702991900095	0.956932557190893	0.381994101917522	0.307001831860044	0.0209828010569085	0.178754437682282	0.162735701914337	0.37108113604348	0.157260952145661	0.347466655299142	0.752940662962108	-0.0685233028907017	-0.00272326864794627	-0.29893497150383	0.0355679727693642	0.013087995167949	0.0269243275968294	-0.00658797301991663	0.00324678386238934	-0.049431881078747	0.182836319160724	0.792529391810349	0.219635639602874	0.817879437104112	0.662258071639128	0.879236460015981	0.0867353677550525	0.512339475429533	0.0242077098177758	0.0209239732740478	0.0217399598293528	0.274305459619573	0.0399431367028182	0.117281365343376	0.0644488230524501	0.0674075065534774	0.0122042285364429	0.735861925440489	0.774851712401194	0.112028230420533	0.0468625416839149	0.504304064836321	0.133530066770655	0.054486938907183
[Ruminococcus] gnavus	-0.582270708978637	-0.26348676296142	-0.0632241706932358	-0.252362676808288	-0.248340079986644	-0.219093867433667	-0.408354102587144	-0.19547381039458	-0.342902782186265	-0.194560064415441	0.00957656470395407	0.0981457320655366	-0.0796264177891821	0.00666079976653739	0.195762953766388	0.0365510444534731	-0.0289944561201387	0.872832439985568	0.0404909700392401	-0.00336775151684349	0.0503224612247157	0.253503425823517	-2.19015482116393e-05	0.32621535046041	NA	0.0252973972520002	0.057738835756132	0.0774635634879523	0.18836559438688	0.0730442948015402	-0.0386258218958715	0.180413694738826	-0.00226669158525495	0.111984607755245	0.463596840150971	-0.0490470140388819	0.0218024860735564	0.233621996673153	0.307251509921785	0.970071977671137	0.0540931070705521	-0.011186992697346	-0.00718157499303986	0.00265076854755784	-0.0401452513618968	0.987180780433373	0.0230289553609792	-0.0620217304842968	0.086482783758851	-0.237281297032893	0.0452306286748534	-0.0710578304321327	-0.0508116812327988	-0.048449223958021	-0.0448628996802472	-0.0310191028984929	-0.0727759440791912	0.102853976836063	0.876090524923441	0.374662154799544	0.0646765031415357	0.0352169096007402	-0.0299931294800169	0.213403908835366	-0.0293105797215456	-0.0340331357716283	-0.0376502728271304	0.521763649961323	-0.0342184105740214	0.0731770797974782	0.356998593306524	0.33551151813713	-0.0446514773933972	0.862078655740873	0.0501172151727439	0.524463549202923	0.228597343456371	0.656945906493615	-0.0237904094824812	-0.0420009487948383
[Eubacterium] rectale	-0.576449078529126	-0.241889086256196	-0.0687185634496855	-0.232889512709439	0.0417303062634438	-0.202001384503207	-0.388899715292868	-0.186343748041669	-0.321173715806025	-0.178744176596546	0.317657749073557	0.734824386476181	0.0329535730727113	0.0948463756872466	0.466665174103119	-0.0419983830144147	-0.0215991185377844	0.0921823219569426	0.759790354429403	0.143021477311078	0.136939389483963	0.623540298303809	0.198326700976435	0.714082893890871	0.0252973972520002	NA	0.799121045544304	0.660135347020521	0.358052785229869	0.499865314804262	-0.0350961644088063	0.88386363432082	0.141418324867897	0.506028933439708	0.653387921066135	-0.0582578556452445	0.229181377939126	0.822193811713303	0.10046440078139	-0.0026321507212336	-0.0163800533394103	0.00873274825127731	0.0155706007343474	0.187348452606186	0.188993600311139	0.0261547847017168	0.425266629577247	-0.0443952858012438	-0.0413985849840357	-0.189226025477114	-0.0556036658932339	-0.0499579436758345	-0.00840625200469569	-0.0553167697288833	-0.0521015614977164	-0.0398997403804167	0.197233920875056	0.732999709618917	-0.0416210573352173	0.350989327909364	0.820309477286978	0.55793836308202	-0.00875177379154628	0.182858205846805	-0.0340437401529235	-0.0313696948984825	-0.0336761532371924	0.0492222187297861	0.00305812148854778	0.0916557515888002	-0.042710202625698	-0.0406446858772725	0.039856186747658	0.305456845390945	0.316810817401862	-0.0467619501634744	-0.030483585174476	0.210250542061982	-0.00991050236135216	0.0818674621843466
Anaerobutyricum hallii	-0.637548497088579	-0.261055332115236	-0.0764787757479159	-0.252097349109642	-0.0841548235282708	-0.207116001020103	-0.432709266023564	-0.192580211828349	-0.357144382817001	-0.189854942162718	0.762212630698247	0.41354556821292	0.165897193127288	0.268650052004158	0.836742684986056	-0.0412909405082105	-0.0182629412368433	0.303006482412613	0.891318372188195	0.146349915891842	0.151654685676167	0.795451082221084	0.204031675116371	0.947244744976196	0.057738835756132	0.799121045544304	NA	0.940535370371045	0.774311429103385	0.900898616035765	-0.0389526553605976	0.810906524472655	0.142168980446659	0.361954171735432	0.790619798446842	-0.0631568017998016	0.555078637395692	0.953209233945645	0.19030524612689	0.0351620023341853	-0.0133298411494674	0.0528279525556068	0.0365556784634671	0.269815154830052	0.140459794002377	0.0728767600996939	0.738972127573971	-0.0610201328903143	-0.0282227408491776	-0.226017261736671	-0.0398386914985213	-0.0326916668734441	0.0329362802069689	-0.0604141122714588	-0.0536158087767353	-0.0486566876715442	0.107984757336963	0.76321379895586	-0.0386140265461506	0.721053391542121	0.741466488503557	0.890848240662243	0.0263608760776766	0.462094069272355	-0.0370789145453099	-0.0352083565838514	-0.0360339487293008	0.0745690374023469	0.0429101000798374	0.107235912592449	-0.0404036682114026	-0.0355513867241998	0.0121378312483602	0.509819615186485	0.743734654200675	-0.0430622859683587	-0.0201597667667333	0.271080762926004	0.0114220071515954	0.0460041139284497
Coprococcus comes	-0.704945595278794	-0.226141130834232	-0.0838972024929683	-0.260136922870944	-0.0180168556706122	-0.152582056512391	-0.47461870897678	-0.0500746752895658	-0.389819619411982	-0.190987006744554	0.839406559456365	0.422169526998314	0.295675445950363	0.51613268094857	0.932315076486359	0.0907762030598722	-0.0136280724379882	0.368688709917358	0.87562088150027	0.336218410646343	0.345546249021126	0.868966748204582	0.384817303361112	0.950433357500243	0.0774635634879523	0.660135347020521	0.940535370371045	NA	0.889624924568843	0.954185453762005	0.0896835656322171	0.704639840934791	0.330779125151861	0.487662282909643	0.8389881584095	0.0648349056490952	0.76412614897986	0.885232701667787	0.384849541814699	0.0605565923982652	0.00126306992365555	0.278231707360265	0.253482235025033	0.437737153871672	0.17211162044436	0.115581472277533	0.837849694595501	-0.0468010316140389	-0.0315663688638294	-0.247690354161857	0.0870958842620688	0.10284721433483	0.0805192658831429	0.0621427278519788	0.0757116219916138	-0.0369741190026469	0.270936930838596	0.776215043157209	-0.0171905217181129	0.800108361773087	0.548873828984186	0.945123881400412	0.164433472485277	0.538373929263091	0.0927698444079189	0.0875986193861458	0.0916171798317754	0.189673126136797	0.0887530910742227	0.0775697857863566	-0.0293617838742467	-0.0173099069446063	0.0329435085002304	0.554125519804586	0.880951060316293	-0.0282463081408048	-0.00728261292791867	0.384170452805138	0.228460293329443	0.0843158635559179
