Sample,CARD Short name,Donor,Milieu,Tissue
ODIWGS62,tet(O),OD9,Mucosa,Duodenum
ODIWGS62,ArnT,OD9,Mucosa,Duodenum
ODIWGS62,mphC,OD9,Mucosa,Duodenum
ODIWGS62,APH(3')-IIIa,OD9,Mucosa,Duodenum
ODIWGS62,vanR_in_vanA_cl,OD9,Mucosa,Duodenum
ODIWGS62,mepA,OD9,Mucosa,Duodenum
ODIWGS62,sdrM,OD9,Mucosa,Duodenum
ODIWGS62,vanH_in_vanA_cl,OD9,Mucosa,Duodenum
ODIWGS63,ANT(4')-Ib,OD1,Lumen,Jejunum
ODIWGS65,vanV_in_vanB_cl,OD9,Mucosa,Ileum
ODIWGS65,cpxA,OD9,Mucosa,Ileum
ODIWGS65,tet(O/M/O),OD9,Mucosa,Ileum
ODIWGS65,tet(W),OD9,Mucosa,Ileum
ODIWGS65,tet(37),OD9,Mucosa,Ileum
ODIWGS65,lnuC,OD9,Mucosa,Ileum
ODIWGS65,dfrF,OD9,Mucosa,Ileum
ODIWGS65,tet(O/W),OD9,Mucosa,Ileum
ODIWGS65,Erm(52),OD9,Mucosa,Ileum
ODIWGS65,tet(32),OD9,Mucosa,Ileum
ODIWGS65,tet(40),OD9,Mucosa,Ileum
ODIWGS65,evgA,OD9,Mucosa,Ileum
ODIWGS65,vanU_in_vanG_cl,OD9,Mucosa,Ileum
ODIWGS65,evgS,OD9,Mucosa,Ileum
ODIWGS65,PmrF,OD9,Mucosa,Ileum
ODIWGS65,tet(O/W/32/O),OD9,Mucosa,Ileum
ODIWGS65,bacA,OD9,Mucosa,Ileum
ODIWGS65,acrB,OD9,Mucosa,Ileum
ODIWGS65,tet(O),OD9,Mucosa,Ileum
ODIWGS65,RbpA,OD9,Mucosa,Ileum
ODIWGS65,tet(O/32/O),OD9,Mucosa,Ileum
ODIWGS65,mphA,OD9,Mucosa,Ileum
ODIWGS65,Mrx,OD9,Mucosa,Ileum
ODIWGS65,YajC,OD9,Mucosa,Ileum
ODIWGS66,LlmA_23S_CLI,OD3,Mucosa,Jejunum
ODIWGS67,oqxB,OD2,Mucosa,TransverseColon
ODIWGS67,TolC,OD2,Mucosa,TransverseColon
ODIWGS68,tet(M),OD9,Mucosa,DescendingColon
ODIWGS68,TEM-126,OD9,Mucosa,DescendingColon
ODIWGS68,MexI,OD9,Mucosa,DescendingColon
ODIWGS68,EC-18,OD9,Mucosa,DescendingColon
ODIWGS68,mdtO,OD9,Mucosa,DescendingColon
ODIWGS68,qacE,OD9,Mucosa,DescendingColon
ODIWGS68,mdtB,OD9,Mucosa,DescendingColon
ODIWGS68,Kpne_KpnE,OD9,Mucosa,DescendingColon
ODIWGS68,eptB,OD9,Mucosa,DescendingColon
ODIWGS68,vanV_in_vanB_cl,OD9,Mucosa,DescendingColon
ODIWGS68,emrB,OD9,Mucosa,DescendingColon
ODIWGS68,TolC,OD9,Mucosa,DescendingColon
ODIWGS68,mdtC,OD9,Mucosa,DescendingColon
ODIWGS68,qacG,OD9,Mucosa,DescendingColon
ODIWGS68,mdtE,OD9,Mucosa,DescendingColon
ODIWGS68,marA,OD9,Mucosa,DescendingColon
ODIWGS68,qacL,OD9,Mucosa,DescendingColon
ODIWGS68,mdtF,OD9,Mucosa,DescendingColon
ODIWGS68,cpxA,OD9,Mucosa,DescendingColon
ODIWGS68,MexD,OD9,Mucosa,DescendingColon
ODIWGS68,tet(O/M/O),OD9,Mucosa,DescendingColon
ODIWGS68,LptD,OD9,Mucosa,DescendingColon
ODIWGS68,ugd,OD9,Mucosa,DescendingColon
ODIWGS68,tet(W/N/W),OD9,Mucosa,DescendingColon
ODIWGS68,tet(W),OD9,Mucosa,DescendingColon
ODIWGS68,msbA,OD9,Mucosa,DescendingColon
ODIWGS68,Ecol_mdfA,OD9,Mucosa,DescendingColon
ODIWGS68,tet(37),OD9,Mucosa,DescendingColon
ODIWGS68,mefH,OD9,Mucosa,DescendingColon
ODIWGS68,acrD,OD9,Mucosa,DescendingColon
ODIWGS68,tet(Q),OD9,Mucosa,DescendingColon
ODIWGS68,kdpE,OD9,Mucosa,DescendingColon
ODIWGS68,lnuC,OD9,Mucosa,DescendingColon
ODIWGS68,eptA,OD9,Mucosa,DescendingColon
ODIWGS68,mdtM,OD9,Mucosa,DescendingColon
ODIWGS68,Paer_emrE,OD9,Mucosa,DescendingColon
ODIWGS68,sul2,OD9,Mucosa,DescendingColon
ODIWGS68,OmpA,OD9,Mucosa,DescendingColon
ODIWGS68,abeS,OD9,Mucosa,DescendingColon
ODIWGS68,dfrF,OD9,Mucosa,DescendingColon
ODIWGS68,tet(O/W),OD9,Mucosa,DescendingColon
ODIWGS68,baeR,OD9,Mucosa,DescendingColon
ODIWGS68,AcrF,OD9,Mucosa,DescendingColon
ODIWGS68,CRP,OD9,Mucosa,DescendingColon
ODIWGS68,emrY,OD9,Mucosa,DescendingColon
ODIWGS68,tet(W/32/O),OD9,Mucosa,DescendingColon
ODIWGS68,AcrS,OD9,Mucosa,DescendingColon
ODIWGS68,tet(32),OD9,Mucosa,DescendingColon
ODIWGS68,APH(6)-Id,OD9,Mucosa,DescendingColon
ODIWGS68,mdtG,OD9,Mucosa,DescendingColon
ODIWGS68,MexF,OD9,Mucosa,DescendingColon
ODIWGS68,evgA,OD9,Mucosa,DescendingColon
ODIWGS68,Ecol_acrA,OD9,Mucosa,DescendingColon
ODIWGS68,mdtN,OD9,Mucosa,DescendingColon
ODIWGS68,leuO,OD9,Mucosa,DescendingColon
ODIWGS68,vanU_in_vanG_cl,OD9,Mucosa,DescendingColon
ODIWGS68,evgS,OD9,Mucosa,DescendingColon
ODIWGS68,PmrF,OD9,Mucosa,DescendingColon
ODIWGS68,tet(O/W/32/O),OD9,Mucosa,DescendingColon
ODIWGS68,emrR,OD9,Mucosa,DescendingColon
ODIWGS68,emrK,OD9,Mucosa,DescendingColon
ODIWGS68,tet(A),OD9,Mucosa,DescendingColon
ODIWGS68,qacEdelta1,OD9,Mucosa,DescendingColon
ODIWGS68,EC-13,OD9,Mucosa,DescendingColon
ODIWGS68,Ecol_ampC_BLA,OD9,Mucosa,DescendingColon
ODIWGS68,APH(3'')-Ib,OD9,Mucosa,DescendingColon
ODIWGS68,mdtP,OD9,Mucosa,DescendingColon
ODIWGS68,YojI,OD9,Mucosa,DescendingColon
ODIWGS68,qacH,OD9,Mucosa,DescendingColon
ODIWGS68,Ecol_emrE,OD9,Mucosa,DescendingColon
ODIWGS68,bacA,OD9,Mucosa,DescendingColon
ODIWGS68,gadX,OD9,Mucosa,DescendingColon
ODIWGS68,ykkD,OD9,Mucosa,DescendingColon
ODIWGS68,acrB,OD9,Mucosa,DescendingColon
ODIWGS68,Eclo_acrA,OD9,Mucosa,DescendingColon
ODIWGS68,rsmA,OD9,Mucosa,DescendingColon
ODIWGS68,tet(O),OD9,Mucosa,DescendingColon
ODIWGS68,ArnT,OD9,Mucosa,DescendingColon
ODIWGS68,gadW,OD9,Mucosa,DescendingColon
ODIWGS68,Kpne_KpnF,OD9,Mucosa,DescendingColon
ODIWGS68,AcrE,OD9,Mucosa,DescendingColon
ODIWGS68,RbpA,OD9,Mucosa,DescendingColon
ODIWGS68,oqxB,OD9,Mucosa,DescendingColon
ODIWGS68,emrA,OD9,Mucosa,DescendingColon
ODIWGS68,tet(O/32/O),OD9,Mucosa,DescendingColon
ODIWGS68,mdtA,OD9,Mucosa,DescendingColon
ODIWGS68,YajC,OD9,Mucosa,DescendingColon
ODIWGS68,baeS,OD9,Mucosa,DescendingColon
ODIWGS68,ErmB,OD9,Mucosa,DescendingColon
ODIWGS68,mdtH,OD9,Mucosa,DescendingColon
ODIWGS68,H-NS,OD9,Mucosa,DescendingColon
ODIWGS68,ErmX,OD9,Mucosa,DescendingColon
ODIWGS70,TEM-126,OD7,Mucosa,Duodenum
ODIWGS70,EC-18,OD7,Mucosa,Duodenum
ODIWGS70,mdtO,OD7,Mucosa,Duodenum
ODIWGS70,mdtB,OD7,Mucosa,Duodenum
ODIWGS70,Kpne_KpnE,OD7,Mucosa,Duodenum
ODIWGS70,emrB,OD7,Mucosa,Duodenum
ODIWGS70,TolC,OD7,Mucosa,Duodenum
ODIWGS70,mdtC,OD7,Mucosa,Duodenum
ODIWGS70,mdtE,OD7,Mucosa,Duodenum
ODIWGS70,marA,OD7,Mucosa,Duodenum
ODIWGS70,qacL,OD7,Mucosa,Duodenum
ODIWGS70,mdtF,OD7,Mucosa,Duodenum
ODIWGS70,cpxA,OD7,Mucosa,Duodenum
ODIWGS70,ugd,OD7,Mucosa,Duodenum
ODIWGS70,msbA,OD7,Mucosa,Duodenum
ODIWGS70,Ecol_mdfA,OD7,Mucosa,Duodenum
ODIWGS70,acrD,OD7,Mucosa,Duodenum
ODIWGS70,AAC(6')-Ib7,OD7,Mucosa,Duodenum
ODIWGS70,kdpE,OD7,Mucosa,Duodenum
ODIWGS70,eptA,OD7,Mucosa,Duodenum
ODIWGS70,sul2,OD7,Mucosa,Duodenum
ODIWGS70,abeS,OD7,Mucosa,Duodenum
ODIWGS70,AcrF,OD7,Mucosa,Duodenum
ODIWGS70,CRP,OD7,Mucosa,Duodenum
ODIWGS70,emrY,OD7,Mucosa,Duodenum
ODIWGS70,AcrS,OD7,Mucosa,Duodenum
ODIWGS70,APH(6)-Id,OD7,Mucosa,Duodenum
ODIWGS70,mdtG,OD7,Mucosa,Duodenum
ODIWGS70,evgA,OD7,Mucosa,Duodenum
ODIWGS70,leuO,OD7,Mucosa,Duodenum
ODIWGS70,evgS,OD7,Mucosa,Duodenum
ODIWGS70,PmrF,OD7,Mucosa,Duodenum
ODIWGS70,emrR,OD7,Mucosa,Duodenum
ODIWGS70,APH(3'')-Ib,OD7,Mucosa,Duodenum
ODIWGS70,mdtP,OD7,Mucosa,Duodenum
ODIWGS70,YojI,OD7,Mucosa,Duodenum
ODIWGS70,qacH,OD7,Mucosa,Duodenum
ODIWGS70,Ecol_emrE,OD7,Mucosa,Duodenum
ODIWGS70,bacA,OD7,Mucosa,Duodenum
ODIWGS70,acrB,OD7,Mucosa,Duodenum
ODIWGS70,rsmA,OD7,Mucosa,Duodenum
ODIWGS70,gadW,OD7,Mucosa,Duodenum
ODIWGS70,Kpne_KpnF,OD7,Mucosa,Duodenum
ODIWGS70,AcrE,OD7,Mucosa,Duodenum
ODIWGS70,emrA,OD7,Mucosa,Duodenum
ODIWGS70,mphA,OD7,Mucosa,Duodenum
ODIWGS70,mdtA,OD7,Mucosa,Duodenum
ODIWGS70,Mrx,OD7,Mucosa,Duodenum
ODIWGS70,mdtH,OD7,Mucosa,Duodenum
ODIWGS70,H-NS,OD7,Mucosa,Duodenum
ODIWGS70,tet(B),OD7,Mucosa,Duodenum
ODIWGS71,tet(O),OD5,Lumen,DescendingColon
ODIWGS71,oqxB,OD5,Lumen,DescendingColon
ODIWGS71,eptB,OD5,Lumen,DescendingColon
ODIWGS71,vanU_in_vanG_cl,OD5,Lumen,DescendingColon
ODIWGS71,Kpne_OmpK37,OD5,Lumen,DescendingColon
ODIWGS71,oqxA,OD5,Lumen,DescendingColon
ODIWGS71,ANT(4')-Ib,OD5,Lumen,DescendingColon
ODIWGS71,tet(Q),OD5,Lumen,DescendingColon
ODIWGS71,tet(37),OD5,Lumen,DescendingColon
ODIWGS71,LptD,OD5,Lumen,DescendingColon
ODIWGS71,aadS,OD5,Lumen,DescendingColon
ODIWGS71,tet(X1),OD5,Lumen,DescendingColon
ODIWGS72,tet(M),OD8,Lumen,Ileum
ODIWGS72,mel,OD8,Lumen,Ileum
ODIWGS72,mdtF,OD8,Lumen,Ileum
ODIWGS72,tet(O/M/O),OD8,Lumen,Ileum
ODIWGS72,tet(W/N/W),OD8,Lumen,Ileum
ODIWGS72,tet(W),OD8,Lumen,Ileum
ODIWGS72,LlmA_23S_CLI,OD8,Lumen,Ileum
ODIWGS72,tet(37),OD8,Lumen,Ileum
ODIWGS72,tet(Q),OD8,Lumen,Ileum
ODIWGS72,tet(O/W),OD8,Lumen,Ileum
ODIWGS72,tet(32),OD8,Lumen,Ileum
ODIWGS72,vanU_in_vanG_cl,OD8,Lumen,Ileum
ODIWGS72,tet(O/W/32/O),OD8,Lumen,Ileum
ODIWGS72,acrB,OD8,Lumen,Ileum
ODIWGS72,tet(O),OD8,Lumen,Ileum
ODIWGS72,APH(3')-IIIa,OD8,Lumen,Ileum
ODIWGS72,RbpA,OD8,Lumen,Ileum
ODIWGS72,tet(O/32/O),OD8,Lumen,Ileum
ODIWGS72,Mrx,OD8,Lumen,Ileum
ODIWGS73,Mrx,OD5,Mucosa,TransverseColon
ODIWGS73,OmpA,OD5,Mucosa,TransverseColon
ODIWGS74,tet(O),OD8,Lumen,TransverseColon
ODIWGS74,CblA-1,OD8,Lumen,TransverseColon
ODIWGS74,vanU_in_vanG_cl,OD8,Lumen,TransverseColon
ODIWGS74,tet(Q),OD8,Lumen,TransverseColon
ODIWGS74,tet(37),OD8,Lumen,TransverseColon
ODIWGS74,tet(W),OD8,Lumen,TransverseColon
ODIWGS74,ErmF,OD8,Lumen,TransverseColon
ODIWGS74,aadS,OD8,Lumen,TransverseColon
ODIWGS74,tet(X1),OD8,Lumen,TransverseColon
ODIWGS74,tet(W/N/W),OD8,Lumen,TransverseColon
ODIWGS74,Mef(En2),OD8,Lumen,TransverseColon
ODIWGS74,tet(X),OD8,Lumen,TransverseColon
ODIWGS75,TEM-126,OD4,Mucosa,Duodenum
ODIWGS75,mdtO,OD4,Mucosa,Duodenum
ODIWGS75,qacE,OD4,Mucosa,Duodenum
ODIWGS75,mdtB,OD4,Mucosa,Duodenum
ODIWGS75,Kpne_KpnE,OD4,Mucosa,Duodenum
ODIWGS75,emrB,OD4,Mucosa,Duodenum
ODIWGS75,TolC,OD4,Mucosa,Duodenum
ODIWGS75,mdtC,OD4,Mucosa,Duodenum
ODIWGS75,mdtE,OD4,Mucosa,Duodenum
ODIWGS75,Vcho_varG,OD4,Mucosa,Duodenum
ODIWGS75,OprM,OD4,Mucosa,Duodenum
ODIWGS75,marA,OD4,Mucosa,Duodenum
ODIWGS75,qacL,OD4,Mucosa,Duodenum
ODIWGS75,mdtF,OD4,Mucosa,Duodenum
ODIWGS75,cpxA,OD4,Mucosa,Duodenum
ODIWGS75,ugd,OD4,Mucosa,Duodenum
ODIWGS75,tet(W/N/W),OD4,Mucosa,Duodenum
ODIWGS75,tet(W),OD4,Mucosa,Duodenum
ODIWGS75,msbA,OD4,Mucosa,Duodenum
ODIWGS75,Ecol_mdfA,OD4,Mucosa,Duodenum
ODIWGS75,LlmA_23S_CLI,OD4,Mucosa,Duodenum
ODIWGS75,tet(37),OD4,Mucosa,Duodenum
ODIWGS75,ACT-2,OD4,Mucosa,Duodenum
ODIWGS75,acrD,OD4,Mucosa,Duodenum
ODIWGS75,AAC(6')-Ib7,OD4,Mucosa,Duodenum
ODIWGS75,kdpE,OD4,Mucosa,Duodenum
ODIWGS75,eptA,OD4,Mucosa,Duodenum
ODIWGS75,sul2,OD4,Mucosa,Duodenum
ODIWGS75,dfrF,OD4,Mucosa,Duodenum
ODIWGS75,baeR,OD4,Mucosa,Duodenum
ODIWGS75,AcrF,OD4,Mucosa,Duodenum
ODIWGS75,CRP,OD4,Mucosa,Duodenum
ODIWGS75,emrY,OD4,Mucosa,Duodenum
ODIWGS75,AcrS,OD4,Mucosa,Duodenum
ODIWGS75,APH(6)-Id,OD4,Mucosa,Duodenum
ODIWGS75,mdtG,OD4,Mucosa,Duodenum
ODIWGS75,evgA,OD4,Mucosa,Duodenum
ODIWGS75,Ecol_acrA,OD4,Mucosa,Duodenum
ODIWGS75,mdtN,OD4,Mucosa,Duodenum
ODIWGS75,leuO,OD4,Mucosa,Duodenum
ODIWGS75,vanU_in_vanG_cl,OD4,Mucosa,Duodenum
ODIWGS75,evgS,OD4,Mucosa,Duodenum
ODIWGS75,cmlv,OD4,Mucosa,Duodenum
ODIWGS75,PmrF,OD4,Mucosa,Duodenum
ODIWGS75,tet(O/W/32/O),OD4,Mucosa,Duodenum
ODIWGS75,emrR,OD4,Mucosa,Duodenum
ODIWGS75,emrK,OD4,Mucosa,Duodenum
ODIWGS75,qacEdelta1,OD4,Mucosa,Duodenum
ODIWGS75,EC-13,OD4,Mucosa,Duodenum
ODIWGS75,ykkC,OD4,Mucosa,Duodenum
ODIWGS75,vanR_in_vanM_cl,OD4,Mucosa,Duodenum
ODIWGS75,APH(3'')-Ib,OD4,Mucosa,Duodenum
ODIWGS75,mdtP,OD4,Mucosa,Duodenum
ODIWGS75,YojI,OD4,Mucosa,Duodenum
ODIWGS75,bacA,OD4,Mucosa,Duodenum
ODIWGS75,ykkD,OD4,Mucosa,Duodenum
ODIWGS75,acrB,OD4,Mucosa,Duodenum
ODIWGS75,rsmA,OD4,Mucosa,Duodenum
ODIWGS75,tet(O),OD4,Mucosa,Duodenum
ODIWGS75,gadW,OD4,Mucosa,Duodenum
ODIWGS75,Kpne_KpnF,OD4,Mucosa,Duodenum
ODIWGS75,AcrE,OD4,Mucosa,Duodenum
ODIWGS75,emrA,OD4,Mucosa,Duodenum
ODIWGS75,mphA,OD4,Mucosa,Duodenum
ODIWGS75,mdtA,OD4,Mucosa,Duodenum
ODIWGS75,Mrx,OD4,Mucosa,Duodenum
ODIWGS75,baeS,OD4,Mucosa,Duodenum
ODIWGS75,mdtH,OD4,Mucosa,Duodenum
ODIWGS75,H-NS,OD4,Mucosa,Duodenum
ODIWGS75,tet(B),OD4,Mucosa,Duodenum
ODIWGS79,ANT(4')-Ib,OD7,Lumen,Duodenum
ODIWGS80,mdtO,OD9,Lumen,DescendingColon
ODIWGS80,emrB,OD9,Lumen,DescendingColon
ODIWGS80,mdtF,OD9,Lumen,DescendingColon
ODIWGS80,cpxA,OD9,Lumen,DescendingColon
ODIWGS80,tet(W),OD9,Lumen,DescendingColon
ODIWGS80,msbA,OD9,Lumen,DescendingColon
ODIWGS80,acrD,OD9,Lumen,DescendingColon
ODIWGS80,tet(Q),OD9,Lumen,DescendingColon
ODIWGS80,AcrF,OD9,Lumen,DescendingColon
ODIWGS80,tet(32),OD9,Lumen,DescendingColon
ODIWGS80,evgS,OD9,Lumen,DescendingColon
ODIWGS80,mdtP,OD9,Lumen,DescendingColon
ODIWGS80,YojI,OD9,Lumen,DescendingColon
ODIWGS80,acrB,OD9,Lumen,DescendingColon
ODIWGS80,tet(O),OD9,Lumen,DescendingColon
ODIWGS81,Mrx,OD4,Lumen,Ileum
ODIWGS81,mphA,OD4,Lumen,Ileum
ODIWGS83,Mrx,OD1,Lumen,AscendingColon
ODIWGS87,tet(M),OD1,Mucosa,Duodenum
ODIWGS87,qacE,OD1,Mucosa,Duodenum
ODIWGS87,dfrI,OD1,Mucosa,Duodenum
ODIWGS87,mel,OD1,Mucosa,Duodenum
ODIWGS87,vanV_in_vanB_cl,OD1,Mucosa,Duodenum
ODIWGS87,qacG,OD1,Mucosa,Duodenum
ODIWGS87,mdeA,OD1,Mucosa,Duodenum
ODIWGS87,qacA,OD1,Mucosa,Duodenum
ODIWGS87,tet(44),OD1,Mucosa,Duodenum
ODIWGS87,tet(O/M/O),OD1,Mucosa,Duodenum
ODIWGS87,vgaD,OD1,Mucosa,Duodenum
ODIWGS87,mgrA,OD1,Mucosa,Duodenum
ODIWGS87,tet(W/N/W),OD1,Mucosa,Duodenum
ODIWGS87,arlR,OD1,Mucosa,Duodenum
ODIWGS87,tet(W),OD1,Mucosa,Duodenum
ODIWGS87,qacJ,OD1,Mucosa,Duodenum
ODIWGS87,tet(38),OD1,Mucosa,Duodenum
ODIWGS87,tet(37),OD1,Mucosa,Duodenum
ODIWGS87,lnuC,OD1,Mucosa,Duodenum
ODIWGS87,Paer_emrE,OD1,Mucosa,Duodenum
ODIWGS87,dfrF,OD1,Mucosa,Duodenum
ODIWGS87,tet(O/W),OD1,Mucosa,Duodenum
ODIWGS87,Erm(52),OD1,Mucosa,Duodenum
ODIWGS87,lmrD,OD1,Mucosa,Duodenum
ODIWGS87,tet(32),OD1,Mucosa,Duodenum
ODIWGS87,tet(40),OD1,Mucosa,Duodenum
ODIWGS87,vanU_in_vanG_cl,OD1,Mucosa,Duodenum
ODIWGS87,tet(L),OD1,Mucosa,Duodenum
ODIWGS87,norA,OD1,Mucosa,Duodenum
ODIWGS87,tet(O/W/32/O),OD1,Mucosa,Duodenum
ODIWGS87,qacEdelta1,OD1,Mucosa,Duodenum
ODIWGS87,kdpD,OD1,Mucosa,Duodenum
ODIWGS87,tetA(46),OD1,Mucosa,Duodenum
ODIWGS87,mepR,OD1,Mucosa,Duodenum
ODIWGS87,Ecol_emrE,OD1,Mucosa,Duodenum
ODIWGS87,aad(6),OD1,Mucosa,Duodenum
ODIWGS87,tet(O),OD1,Mucosa,Duodenum
ODIWGS87,APH(3')-IIIa,OD1,Mucosa,Duodenum
ODIWGS87,RbpA,OD1,Mucosa,Duodenum
ODIWGS87,mepA,OD1,Mucosa,Duodenum
ODIWGS87,norC,OD1,Mucosa,Duodenum
ODIWGS87,ANT(4')-Ib,OD1,Mucosa,Duodenum
ODIWGS87,tet(O/32/O),OD1,Mucosa,Duodenum
ODIWGS87,sdrM,OD1,Mucosa,Duodenum
ODIWGS89,tet(M),OD4,Lumen,Duodenum
ODIWGS89,vanV_in_vanB_cl,OD4,Lumen,Duodenum
ODIWGS89,vanXY_in_vanC,OD4,Lumen,Duodenum
ODIWGS89,APH(2'')-IIa,OD4,Lumen,Duodenum
ODIWGS89,qacL,OD4,Lumen,Duodenum
ODIWGS89,tet(44),OD4,Lumen,Duodenum
ODIWGS89,tet(O/M/O),OD4,Lumen,Duodenum
ODIWGS89,tet(W/N/W),OD4,Lumen,Duodenum
ODIWGS89,efmA,OD4,Lumen,Duodenum
ODIWGS89,tet(W),OD4,Lumen,Duodenum
ODIWGS89,mreA,OD4,Lumen,Duodenum
ODIWGS89,tet(37),OD4,Lumen,Duodenum
ODIWGS89,mefH,OD4,Lumen,Duodenum
ODIWGS89,msrC,OD4,Lumen,Duodenum
ODIWGS89,lnuC,OD4,Lumen,Duodenum
ODIWGS89,abeS,OD4,Lumen,Duodenum
ODIWGS89,dfrF,OD4,Lumen,Duodenum
ODIWGS89,tet(O/W),OD4,Lumen,Duodenum
ODIWGS89,Bado_rpoB_RIF,OD4,Lumen,Duodenum
ODIWGS89,tet(32),OD4,Lumen,Duodenum
ODIWGS89,vanU_in_vanG_cl,OD4,Lumen,Duodenum
ODIWGS89,SAT-4,OD4,Lumen,Duodenum
ODIWGS89,vanR_in_vanC_cl,OD4,Lumen,Duodenum
ODIWGS89,tet(O/W/32/O),OD4,Lumen,Duodenum
ODIWGS89,Ecol_emrE,OD4,Lumen,Duodenum
ODIWGS89,AAC(6')-Ii,OD4,Lumen,Duodenum
ODIWGS89,aad(6),OD4,Lumen,Duodenum
ODIWGS89,tet(O),OD4,Lumen,Duodenum
ODIWGS89,Saga_mprF,OD4,Lumen,Duodenum
ODIWGS89,vanT_in_vanC_cl,OD4,Lumen,Duodenum
ODIWGS89,vanC,OD4,Lumen,Duodenum
ODIWGS89,APH(3')-IIIa,OD4,Lumen,Duodenum
ODIWGS89,RbpA,OD4,Lumen,Duodenum
ODIWGS89,vanS_in_vanC_cl,OD4,Lumen,Duodenum
ODIWGS89,tet(O/32/O),OD4,Lumen,Duodenum
ODIWGS89,ErmB,OD4,Lumen,Duodenum
ODIWGS91,Kpne_KpnE,OD4,Lumen,DescendingColon
ODIWGS91,eptB,OD4,Lumen,DescendingColon
ODIWGS91,TolC,OD4,Lumen,DescendingColon
ODIWGS91,aadS,OD4,Lumen,DescendingColon
ODIWGS91,LptD,OD4,Lumen,DescendingColon
ODIWGS91,tet(W),OD4,Lumen,DescendingColon
ODIWGS91,Mef(En2),OD4,Lumen,DescendingColon
ODIWGS91,tet(37),OD4,Lumen,DescendingColon
ODIWGS91,tet(Q),OD4,Lumen,DescendingColon
ODIWGS91,Kpne_KpnG,OD4,Lumen,DescendingColon
ODIWGS91,oqxA,OD4,Lumen,DescendingColon
ODIWGS91,Kpne_acrA,OD4,Lumen,DescendingColon
ODIWGS91,CfxA2,OD4,Lumen,DescendingColon
ODIWGS91,tet(O/W/32/O),OD4,Lumen,DescendingColon
ODIWGS91,tet(X),OD4,Lumen,DescendingColon
ODIWGS91,ykkC,OD4,Lumen,DescendingColon
ODIWGS91,tet(X1),OD4,Lumen,DescendingColon
ODIWGS91,ykkD,OD4,Lumen,DescendingColon
ODIWGS91,tet(O),OD4,Lumen,DescendingColon
ODIWGS91,ArnT,OD4,Lumen,DescendingColon
ODIWGS91,oqxB,OD4,Lumen,DescendingColon
ODIWGS91,ErmB,OD4,Lumen,DescendingColon
ODIWGS93,tet(M),OD1,Mucosa,AscendingColon
ODIWGS93,vanV_in_vanB_cl,OD1,Mucosa,AscendingColon
ODIWGS93,TolC,OD1,Mucosa,AscendingColon
ODIWGS93,tetB(60),OD1,Mucosa,AscendingColon
ODIWGS93,tet(O/M/O),OD1,Mucosa,AscendingColon
ODIWGS93,tet(W/N/W),OD1,Mucosa,AscendingColon
ODIWGS93,tet(W),OD1,Mucosa,AscendingColon
ODIWGS93,mefH,OD1,Mucosa,AscendingColon
ODIWGS93,Bbif_ileS_MUP,OD1,Mucosa,AscendingColon
ODIWGS93,lnuC,OD1,Mucosa,AscendingColon
ODIWGS93,dfrF,OD1,Mucosa,AscendingColon
ODIWGS93,tet(O/W),OD1,Mucosa,AscendingColon
ODIWGS93,Bado_rpoB_RIF,OD1,Mucosa,AscendingColon
ODIWGS93,tetB(P),OD1,Mucosa,AscendingColon
ODIWGS93,tet(W/32/O),OD1,Mucosa,AscendingColon
ODIWGS93,tet(32),OD1,Mucosa,AscendingColon
ODIWGS93,tet(40),OD1,Mucosa,AscendingColon
ODIWGS93,vanU_in_vanG_cl,OD1,Mucosa,AscendingColon
ODIWGS93,tet(L),OD1,Mucosa,AscendingColon
ODIWGS93,tet(O/W/32/O),OD1,Mucosa,AscendingColon
ODIWGS93,ykkC,OD1,Mucosa,AscendingColon
ODIWGS93,rsmA,OD1,Mucosa,AscendingColon
ODIWGS93,tet(O),OD1,Mucosa,AscendingColon
ODIWGS93,RbpA,OD1,Mucosa,AscendingColon
ODIWGS93,ANT(4')-Ib,OD1,Mucosa,AscendingColon
ODIWGS93,tet(O/32/O),OD1,Mucosa,AscendingColon
ODIWGS93,mphA,OD1,Mucosa,AscendingColon
ODIWGS93,YajC,OD1,Mucosa,AscendingColon
