OTUID	ODIWGS01	ODIWGS02	ODIWGS03	ODIWGS04	ODIWGS05	ODIWGS06	ODIWGS07	ODIWGS08	ODIWGS09	ODIWGS10	ODIWGS11	ODIWGS12	ODIWGS13	ODIWGS14	ODIWGS15	ODIWGS16	ODIWGS17	ODIWGS18	ODIWGS19	ODIWGS20	ODIWGS21	ODIWGS22	ODIWGS23	ODIWGS24	ODIWGS25	ODIWGS26	ODIWGS27	ODIWGS28	ODIWGS29	ODIWGS30	ODIWGS31	ODIWGS32	ODIWGS33	ODIWGS34	ODIWGS35	ODIWGS36	ODIWGS37	ODIWGS38	ODIWGS39	ODIWGS40	ODIWGS41	ODIWGS42	ODIWGS43	ODIWGS44	ODIWGS45	ODIWGS46	ODIWGS47	ODIWGS48	ODIWGS49	ODIWGS50	ODIWGS51	ODIWGS52	ODIWGS53	ODIWGS54	ODIWGS55	ODIWGS56	ODIWGS57	ODIWGS58	ODIWGS59	ODIWGS60	ODIWGS61	ODIWGS62	ODIWGS63	ODIWGS64	ODIWGS65	ODIWGS66	ODIWGS67	ODIWGS68	ODIWGS69	ODIWGS70	ODIWGS71	ODIWGS72	ODIWGS73	ODIWGS74	ODIWGS75	ODIWGS76	ODIWGS77	ODIWGS78	ODIWGS79	ODIWGS80	ODIWGS81	ODIWGS82	ODIWGS83	ODIWGS84	ODIWGS85	ODIWGS86	ODIWGS87	ODIWGS88	ODIWGS89	ODIWGS90	ODIWGS91	ODIWGS92	ODIWGS93
3.5.2.5	0	0	0	806	102	0	0	0	811	678	0	20	66	2246	0	0	0	186	0	0	0	748	0	0	0	0	162	586	216	0	0	0	0	830	43	0	159	9404	3	0	5834	67	0	0	0	0	545	0	0	0	0	7	0	0	0	0	0	414	0	382	0	0	0	0	395	5	0	10893	5	390	0	348	1	0	1201	0	0	0	0	30	0	0	5	0	0	0	1536	0	0	28	0	0	2996
3.5.2.6	11	0	702	8907	1575	9	30	0	20323	8591	0	374	3578	8038	58	1845	7	26140	0	97	0	272	23	1867	856	0	1823	3922	6974	6	26	0	362	1451	212	4	2547	20346	13027	0	38193	524	6	2098	14	139	166577	351	2	0	0	0	75	0	36	0	31	11958	6	10665	0	2079	32	0	8021	2	0	63271	0	2513	368	1695	199	214	5831	4	0	0	32	822	11	0	4	11	0	18	43888	0	13495	0	10468	1	4219
3.5.2.7	0	0	0	3408	237	0	11	20	3399	1762	0	167	1135	2524	0	498	0	3972	0	0	0	0	9	91	86	0	1373	303	3526	0	0	0	200	914	0	0	131	642	661	0	0	194	0	1052	0	0	36728	158	0	0	0	0	0	0	0	0	0	5070	0	7636	0	805	0	0	832	0	0	2509	0	0	107	349	0	264	304	0	0	0	4	326	0	0	0	0	0	0	3954	0	899	0	1359	0	2479
3.5.2.9	0	5	0	4405	394	0	6	0	61194	18926	0	642	3457	5167	107	478	7	31171	0	0	0	0	0	1196	352	4	2540	2758	8262	95	6	0	17	1973	93	0	155	4954	5288	0	9453	259	8	2425	6	29	97444	469	13	0	0	0	425	0	6	4	26	16485	0	14172	0	1497	26	6	5552	17	109	53618	0	659	38	2320	19	205	2851	0	0	0	17	684	9	11	0	11	0	0	27570	0	5473	0	975	0	4883
3.5.3.1	0	0	0	1768	341	0	0	42	143	51	51	207	369	1921	0	980	0	3672	0	0	0	4347	0	5	164	0	468	0	245	0	0	0	260	3459	30	0	389	2198	65	0	0	0	0	454	0	0	14768	0	0	0	0	0	0	0	0	0	0	366	0	387	0	257	0	0	165	0	0	171	0	0	339	908	67	24	0	0	0	0	0	101	0	0	0	0	0	0	438	0	27	0	2389	0	7822
3.5.3.11	0	0	0	2394	362	0	4	0	34903	12967	0	97	631	847	0	4062	5	3976	0	0	0	0	4	1264	95	0	503	4480	1699	0	0	0	179	74	0	0	235	613	6641	0	17034	52	0	545	0	0	388	203	0	0	0	0	205	0	0	0	0	2730	21	2253	0	205	0	0	11166	0	3	38384	0	748	1507	1334	7	69	6202	11	0	0	4	832	33	0	3	6	0	0	26980	3	5754	4	924	8	376
3.5.3.12	0	0	0	3611	514	0	7	64	21483	7166	79	1051	3147	2598	17	11	0	30303	0	17	0	0	0	1819	23	4	1832	365	8905	0	0	0	0	2945	32	0	130	21008	6375	28	0	228	0	768	0	0	16879	0	0	0	0	0	53	0	9	0	0	21349	0	14420	0	1094	0	0	8211	0	0	9997	10	0	8	1203	0	81	353	0	0	0	8	1333	13	33	0	7	26	0	37857	0	5197	0	323	0	7177
3.5.3.18	0	0	0	1579	373	0	0	0	1450	372	0	366	879	1391	0	198	0	9658	0	0	0	0	7	696	0	0	132	0	485	0	0	0	0	1302	150	0	0	937	2005	0	0	48	6	27	0	4	26808	0	0	0	0	0	0	0	0	0	0	982	0	625	0	241	10	0	55	0	0	804	0	0	11	297	0	477	232	0	0	0	0	66	0	0	0	0	0	0	1293	0	2100	0	358	0	2202
3.5.3.19	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	956	0	0	0	0	0	31	0	0	70	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	1284	0	1289	0	84	0	0	306	0	0	75	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	791	0	0	0	0	0	0
3.5.3.22	0	0	0	0	17	0	0	0	0	0	0	0	0	90	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1758	0	0	14	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	2060	0	0	0	0	0	60
3.5.3.23	0	0	0	1410	53	0	0	0	64	0	0	0	96	97	0	216	5	120	0	0	0	0	0	0	54	0	60	833	0	0	0	0	136	0	0	0	91	46	0	0	9003	133	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	17	0	0	18216	0	339	65	0	42	0	1136	0	0	0	0	2104	0	0	0	27	0	0	0	0	8	0	371	0	0
3.5.3.26	0	0	0	485	0	0	0	0	119	0	0	0	25	54	0	0	0	0	0	0	0	0	0	0	0	0	2	81	0	0	0	0	0	0	0	0	0	0	0	0	2418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3199	0	223	0	0	0	0	478	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
3.5.3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.5.3.4	0	0	0	0	0	0	0	0	114	0	0	0	0	182	0	0	0	43	4	0	0	864	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2115
3.5.3.6	0	10	0	4916	500	0	55	0	11851	6742	320	1122	4587	7478	54	93	0	46016	0	0	6	154	70	1968	9	0	2563	1501	15977	0	54	0	0	5486	186	0	316	44663	8290	119	87	326	41	1322	35	60	546529	532	0	5	0	0	0	9	42	0	7	31750	0	26143	0	3347	78	0	4529	9	0	27750	16	33	90	1298	0	62	996	0	0	4	40	1333	4	17	0	0	11	0	22789	0	7064	0	130	6	11980
3.5.3.7	0	0	0	138	8	0	0	0	262	94	0	0	0	58	0	52	0	68	0	0	0	0	0	154	0	0	0	0	532	0	0	0	0	153	0	0	0	10	1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1062	0	970	0	228	0	0	1574	0	0	164	0	0	0	222	0	0	0	0	0	0	0	66	0	0	0	0	0	0	2855	0	1374	0	96	0	550
3.5.3.8	0	0	0	204	39	0	4	0	1749	726	0	0	0	685	0	117	0	520	0	0	0	118	0	0	0	0	0	0	4633	0	0	0	0	73	0	0	0	0	0	0	0	0	0	100	0	0	52224	0	0	0	0	4	144	0	0	0	0	2541	0	4349	0	1032	0	0	0	0	0	1308	0	0	6	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1409	0	0	0	131	0	177
3.5.3.9	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1143	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.5.4.1	0	0	0	1336	46	0	0	0	1473	319	485	0	1642	1122	327	164	0	9883	0	5	0	785	8	87	50	5	697	619	58	293	1	0	200	5131	78	6	265	15956	667	0	11591	70	0	4	0	5	49887	0	3	2	0	0	0	52	8	0	0	255	0	163	0	27	0	0	478	0	0	20630	0	674	19	4908	0	2	2629	5	0	0	0	137	4	0	4	0	0	5	3339	0	742	0	361	0	12601
3.5.4.10	0	0	0	8685	1098	0	10	67	106365	40309	1718	1069	6379	11022	49	825	6	51117	0	8	5	2599	14	1249	81	7	3554	6669	10735	753	21	0	348	18847	1131	8	1588	99702	5862	46	7309	221	11	2028	0	7	81907	6	16	17	0	5	1103	89	15	0	15	22477	0	18482	0	1430	0	0	11347	34	0	66573	11	427	231	21847	0	250	2650	0	0	5	11	1642	35	54	5	27	10	53	52526	6	6182	13	2176	0	47432
3.5.4.11	0	0	0	0	0	0	0	0	0	0	0	0	852	441	324	74	0	7195	0	0	0	0	5	0	70	0	197	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	5	49701	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	35	0	51	0	10
3.5.4.12	0	0	0	2492	69	0	8	0	20792	9768	8	1030	1878	2025	349	275	0	11434	0	27	0	0	9	355	10	0	590	2932	2036	219	12	0	0	1096	348	0	0	1413	1110	0	0	12	3	482	0	6	72916	116	6	0	0	0	187	0	0	0	0	2911	32	1924	0	249	14	0	1813	9	0	20684	0	0	27	414	0	46	19	0	0	0	0	162	6	0	5	8	0	0	8014	0	1058	0	129	0	2570
3.5.4.13	3	0	0	1375	63	0	0	0	153	0	0	0	644	41	0	32	0	343	0	0	0	0	0	0	21	0	252	1718	0	0	0	0	0	0	202	0	0	126	12	0	11862	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	75	0	0	0	32	0	0	0	0	0	22644	0	1260	0	0	0	0	3346	0	0	0	0	62	3	0	0	0	0	0	0	0	33	0	98	0	31
3.5.4.16	7	0	0	13605	1477	0	21	98	81106	33581	1234	1381	7731	13758	0	1499	7	58950	0	27	7	903	12	1436	281	8	5081	9674	16953	376	21	5	390	17611	254	18	1427	69542	7028	4	17748	501	9	4402	0	9	85428	135	12	29	42	5	1517	90	5	10	0	35374	0	27865	4	2365	61	8	13788	25	4	70913	0	985	187	20712	67	257	5370	4	0	0	13	2026	37	28	8	20	0	31	86477	20	8359	6	3127	8	45711
3.5.4.19	10	0	0	9128	1063	12	17	127	64378	25059	1321	1533	6877	9007	423	467	6	56576	7	0	0	1510	6	2639	73	0	4642	7594	17779	1196	36	0	132	21234	190	0	1671	92729	13634	5	8438	79	0	4167	5	5	53823	0	0	4	0	0	610	34	5	8	135	34262	0	29717	0	1920	16	5	22321	24	0	51082	4	911	54	23767	0	310	2649	6	0	0	14	2578	14	12	0	44	0	37	101291	0	15003	25	1256	12	50639
3.5.4.2	0	0	0	7510	857	0	9	0	70569	26523	69	894	4599	8350	161	327	0	33960	0	0	0	888	0	5627	271	0	4924	4982	12671	119	0	0	144	2738	148	0	246	27979	31237	0	13606	119	0	1679	0	57	10195	233	15	5	0	0	872	86	0	0	0	27823	19	23693	0	1820	0	0	16202	4	4	68242	0	829	13	5832	0	49	4411	10	0	0	10	2072	34	6	0	7	0	0	77359	0	29231	0	974	0	8835
3.5.4.23	0	0	0	0	0	0	0	0	53	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	16	0	0	9	3647	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.5.4.25	0	0	0	6002	340	7	10	0	70414	27454	111	164	3995	6392	191	515	0	18293	0	0	0	11	5	554	55	0	3579	4395	10609	291	5	0	405	2638	200	4	736	56661	3005	0	10020	178	0	2542	4	12	70479	885	7	0	0	0	298	13	9	0	6	19209	3	15831	0	1097	0	0	12540	18	0	51208	6	576	126	3940	52	428	4643	12	0	0	19	1945	27	4	7	18	5	33	43568	0	3564	0	2206	0	5463
3.5.4.26	0	0	0	3747	369	0	9	82	47305	17733	89	148	3104	5476	13	716	0	17071	0	0	0	0	0	398	17	0	2533	1921	8847	195	22	0	151	1696	135	0	560	42753	2968	0	7188	188	0	1986	0	0	68108	0	16	0	0	0	273	9	5	0	77	16776	0	14302	0	1435	0	0	10737	3	112	36221	8	869	108	3141	0	239	1542	0	0	0	0	901	13	0	0	9	0	15	35938	0	3022	0	1839	5	4091
3.5.4.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.5.4.28	4	0	0	2134	240	0	6	0	31190	9425	1707	156	3441	2905	17	199	0	14878	0	0	0	70	6	0	3	0	2544	2642	1027	668	4	0	0	15412	0	0	82	705	158	0	0	12	0	0	0	0	13	0	9	0	0	6	542	0	8	0	7	1661	0	1352	0	106	0	0	3013	0	5	26663	0	0	25	16430	0	51	0	0	0	0	10	597	13	9	0	6	0	0	15346	8	82	0	356	4	37552
3.5.4.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.5.4.3	7	0	0	1497	165	0	7	0	17092	4840	0	212	1681	2037	5	284	0	12103	0	0	0	347	0	318	141	0	1670	1396	2730	109	29	0	63	142	58	0	517	34199	1278	0	5235	39	4	471	0	0	33141	0	0	0	0	0	0	0	0	0	0	8519	0	6596	0	501	0	0	5168	0	4	15774	0	204	69	410	0	55	1484	4	0	0	7	341	10	8	0	7	0	22	27818	0	1833	0	1022	0	446
3.5.4.30	0	0	0	1885	115	0	0	3	5862	2780	1025	202	2309	5029	0	29	0	21247	0	54	0	0	0	592	0	0	1122	1104	2040	331	0	0	0	10267	963	0	20	9890	3335	0	4	44	0	170	0	3	35	237	0	0	0	0	0	0	0	0	0	2404	0	1893	0	436	5	0	2421	10	0	5003	4	5	6	10319	0	59	298	0	0	0	4	297	0	0	5	0	0	4	9477	0	4438	0	81	0	27582
3.5.4.31	0	0	0	1698	240	0	6	0	0	0	1707	0	2956	2079	8	168	0	11139	0	0	0	0	6	0	0	0	1626	0	58	668	4	0	0	15305	0	0	82	566	0	0	0	12	0	0	0	0	13	0	0	0	0	0	0	0	8	0	0	132	0	91	0	50	0	0	2135	0	5	28	0	0	17	16125	0	51	0	0	0	0	10	478	0	9	0	0	0	0	8824	8	4	0	356	4	37294
3.5.4.32	0	0	0	360	32	0	0	0	0	0	0	120	651	840	0	0	0	3658	0	0	0	0	0	0	0	0	1361	0	0	0	0	0	0	129	40	0	0	41	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	174
3.5.4.33	0	9	0	14514	1538	0	10	0	116103	45574	2286	1678	8575	15564	36	1214	10	72031	0	88	0	468	31	3717	513	13	5020	8271	20711	1156	64	56	218	24075	778	9	1491	121289	18439	27	10693	261	0	3943	0	153	68724	375	15	54	0	5	576	149	7	10	37	37701	151	29693	9	3022	25	0	26531	5	0	86124	12	436	157	30025	34	330	2908	7	0	8	21	4655	39	43	16	25	0	47	125469	20	20072	39	2040	6	61793
3.5.4.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.5.4.4	0	0	0	1650	103	6	0	0	11295	5225	0	427	212	1548	0	117	0	6070	0	0	0	429	0	266	0	0	237	1331	3983	5	0	0	0	480	58	13	1526	56216	1653	0	6721	140	0	76	5	0	130	0	0	0	0	0	0	0	0	0	0	7185	0	5451	0	359	0	0	145	0	0	20969	0	797	41	411	0	0	1368	0	0	0	0	38	0	0	0	0	0	30	1132	0	2034	0	84	0	1072
3.5.4.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.5.4.42	0	0	0	305	0	0	0	0	4	0	0	0	891	453	324	0	0	7185	0	0	0	0	5	0	0	0	261	0	0	0	0	0	87	0	0	0	98	69	39	78	2870	39	0	0	0	5	49694	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2573	0	91	6	0	0	0	687	0	0	0	0	28	0	0	0	0	0	0	11	0	35	0	0	0	10
3.5.4.43	0	0	0	0	0	0	0	0	0	0	0	0	461	566	0	35	0	2149	0	0	0	0	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
3.5.4.5	0	16	0	8962	856	5	23	0	97669	38194	367	1017	2726	8095	87	835	0	18215	0	7	0	1613	7	2642	93	9	3199	8069	12953	0	68	0	394	2614	83	23	459	22361	12605	0	9270	145	0	2586	17	0	16170	0	17	0	0	4	1519	111	16	0	0	23528	52	21434	0	1373	0	0	23060	15	5	58741	20	757	274	6060	59	179	2970	3	5	0	28	2862	32	31	0	19	0	24	83773	0	15414	0	1381	0	8218
3.5.4.6	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.5.4.9	15	4	0	13164	877	0	12	118	97737	35089	1420	1629	8283	15975	133	979	18	68657	0	0	0	897	28	4323	12	4	5870	7986	19789	278	27	0	351	15015	387	0	1605	110625	19435	12	18959	537	10	3473	0	22	95727	126	16	9	0	9	1166	16	6	0	15	42691	7	35442	0	3347	22	0	25162	11	0	82973	7	1890	370	17795	127	348	2000	4	0	13	19	3832	47	33	5	15	0	35	103712	0	19893	0	3067	14	39545
3.5.5.1	0	0	0	147	0	0	0	0	1226	486	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164
3.5.5.7	0	0	0	0	0	0	0	0	3318	1015	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0
3.5.99.10	0	0	0	71	0	0	0	0	0	0	0	0	283	487	0	45	1	1214	0	0	0	0	0	0	0	0	350	0	0	0	0	0	30	0	0	0	68	57	0	0	2225	0	0	0	0	0	2694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3169	0	438	0	243	0	0	494	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	76	0	0
3.5.99.2	0	0	0	92	302	0	0	0	2444	514	0	72	3541	6328	11	381	0	26289	6	0	0	116	0	169	113	0	2173	0	1705	6	0	0	0	181	731	0	0	11726	1761	0	10	0	0	0	0	0	92870	7	0	0	0	0	0	0	0	0	0	1510	0	1799	0	99	0	0	177	0	0	1161	0	4	118	249	0	0	122	0	0	6	16	75	0	0	0	0	0	0	1441	0	1497	0	576	0	905
3.5.99.3	0	0	0	50	0	0	0	0	516	125	0	0	461	566	0	35	0	2398	0	0	0	0	5	0	0	0	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	34	0	10
3.5.99.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	10347	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.5.99.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
3.5.99.6	0	0	0	15030	1207	4	5	64	98555	34236	1741	1933	8056	12371	23	1789	10	54564	0	4	0	1905	5	5516	155	5	5166	6687	23328	604	12	5	537	19117	1704	5	1804	64418	30718	7	16176	511	0	4769	0	7	29391	619	17	0	0	0	740	0	19	0	61	59403	24	39856	7	3988	9	0	31274	24	313	74419	5	3751	385	24377	32	498	7805	0	0	0	27	4218	44	4	0	26	8	46	116475	13	32946	21	3627	3	54512
3.5.99.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.6.1.1	20	4	0	7681	1243	0	14	5	172755	63483	2160	1006	6902	12883	52	725	4	54032	0	25	0	745	14	696	6	0	4222	11586	19912	918	9	0	332	16785	1253	0	435	44325	6287	46	10313	170	9	5968	0	5	83984	0	24	0	0	0	1334	113	22	0	146	34968	0	28878	5	2975	0	0	18728	24	0	87604	7	1041	266	23520	114	66	3564	12	0	0	10	2200	52	27	0	33	4	12	64757	10	6944	0	1999	10	39742
3.6.1.10	0	0	0	0	0	0	0	0	68	0	0	37	0	301	0	0	0	0	0	0	0	949	0	0	0	0	0	0	0	0	0	0	0	664	0	0	0	175	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1639
3.6.1.11	0	86	0	1814	146	0	60	31	11437	4526	1344	67	4626	6159	203	211	0	34293	0	38	0	513	71	12	110	6	1454	912	2340	749	70	0	78	12670	128	0	32	2547	191	0	17383	43	44	364	58	35	519650	62	0	0	0	3	94	0	48	0	4	6373	18	4409	0	714	84	0	3448	15	68	29682	0	1268	137	13718	4	8	4570	2	0	0	45	387	4	17	0	5	0	0	24880	7	170	0	564	0	33209
3.6.1.12	0	0	0	233	0	0	27	0	137	0	0	144	701	658	0	14	0	7567	0	0	0	0	0	0	0	0	93	171	24	0	11	0	48	0	0	0	0	158	20	0	4328	0	26	6	0	0	64020	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	100	0	0	5228	0	584	0	0	0	0	2548	1	0	0	0	10	2	0	0	0	0	3	17	0	105	0	0	0	13
3.6.1.13	5	31	8	4423	398	0	10	0	24367	9506	1606	370	5604	6407	15	223	0	39770	0	0	0	835	21	384	0	0	3737	2238	8957	728	0	0	126	18927	348	0	1157	33265	3095	9	10713	79	0	1300	0	72	9761	0	0	0	0	0	400	0	2	0	0	15790	45	12395	0	957	0	0	11832	12	0	39281	13	385	178	20499	0	191	16379	0	13	5	4	2017	9	12	0	22	0	13	42646	7	4160	7	53	7	50633
3.6.1.15	0	0	0	14	71	0	4	0	637	314	0	0	698	1912	0	0	0	8681	0	0	0	3480	17	0	0	9	257	0	162	0	0	0	0	1408	0	0	11	0	36	0	6	11	4	0	0	0	60597	0	0	0	0	0	0	0	0	0	0	359	0	236	0	0	4	0	1060	4	0	888	0	0	8	697	5	0	0	0	0	0	0	110	0	18	0	0	0	0	0	0	79	0	20	0	1275
3.6.1.17	0	0	0	0	133	0	10	0	0	0	0	0	516	1858	0	0	0	9085	0	0	0	0	8	87	0	0	197	0	53	0	7	0	0	0	0	0	0	0	318	0	15	18	8	0	0	0	47213	0	0	0	0	0	0	0	11	0	0	211	0	362	0	0	0	0	0	0	0	0	0	0	14	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	46
3.6.1.19	0	0	0	0	0	0	0	0	0	27	0	0	0	143	0	0	0	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	10829	0	0	0	37	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	19	59	0	0	0	0	64	129	0	0	0	11	0	0	0	0	0	0	0	30	0	0	0	0	0	13	51	0	0	0	103	9	0
3.6.1.21	0	0	0	0	0	0	0	0	0	0	0	0	848	524	7	0	0	8150	0	0	0	0	9	4	0	0	198	0	0	0	0	0	0	0	0	0	0	0	29	132	0	29	0	0	0	0	50593	4	0	0	0	0	0	0	20	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	90	0	0	0	5
3.6.1.22	0	5	0	3554	276	0	11	0	28039	10185	1009	474	2120	2501	0	460	7	17072	0	0	0	0	0	389	38	0	1543	2803	5245	277	28	0	128	8882	46	3	189	16264	2174	0	13704	0	0	2963	0	4	0	328	0	0	0	0	170	0	0	0	0	10282	22	7716	0	534	5	0	12507	43	0	41162	5	1334	77	11737	0	0	3590	17	0	0	21	1272	21	0	17	20	0	4	48567	0	3131	0	520	0	25730
