CARD	ODIWGS86	ODIWGS87	ODIWGS88	ODIWGS89	ODIWGS10	ODIWGS11	ODIWGS12	ODIWGS13	ODIWGS14	ODIWGS15	ODIWGS16	ODIWGS17	ODIWGS30	ODIWGS18	ODIWGS31	ODIWGS32	ODIWGS19	ODIWGS33	ODIWGS34	ODIWGS35	ODIWGS36	ODIWGS50	ODIWGS37	ODIWGS51	ODIWGS38	ODIWGS52	ODIWGS39	ODIWGS53	ODIWGS54	ODIWGS55	ODIWGS56	ODIWGS70	ODIWGS57	ODIWGS71	ODIWGS58	ODIWGS72	ODIWGS59	ODIWGS73	ODIWGS74	ODIWGS75	ODIWGS76	ODIWGS90	ODIWGS77	ODIWGS91	ODIWGS78	ODIWGS92	ODIWGS79	ODIWGS93	ODIWGS01	ODIWGS02	ODIWGS03	ODIWGS04	ODIWGS05	ODIWGS06	ODIWGS07	ODIWGS20	ODIWGS08	ODIWGS21	ODIWGS09	ODIWGS22	ODIWGS23	ODIWGS24	ODIWGS25	ODIWGS26	ODIWGS40	ODIWGS27	ODIWGS41	ODIWGS28	ODIWGS42	ODIWGS29	ODIWGS43	ODIWGS44	ODIWGS45	ODIWGS46	ODIWGS60	ODIWGS47	ODIWGS61	ODIWGS48	ODIWGS62	ODIWGS49	ODIWGS63	ODIWGS64	ODIWGS65	ODIWGS66	ODIWGS80	ODIWGS67	ODIWGS81	ODIWGS68	ODIWGS82	ODIWGS69	ODIWGS83	ODIWGS84	ODIWGS85
PDC-91 [ARO:3004354]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
vanY_in_vanG_cl [ARO:3002959]	0	622	0	104	135	0	5	44	5	0	0	0	0	55	0	0	0	0	8	0	0	0	0	0	78	0	98	0	0	1	0	0	0	0	87	19	0	0	0	1	0	0	0	0	0	0	0	40	1	0	0	50	10	0	0	0	0	0	293	1	0	20	1	0	0	18	0	135	0	31	0	1	0	0	53	31	0	0	2	0	0	0	204	0	15	0	0	165	0	0	0	0	0
PDC-436 [ARO:3006805]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrx [ARO:3003839]	3	1	0	5	0	4	67	0	0	0	0	23	2	19	0	0	2	23	0	29	0	0	0	2	12	0	0	1	3	0	0	8391	150	12	0	13	5	20	9	13618	5	1	7	0	5	3	8	12	22	1	12	7429	288	2	8	2	3	0	22	0	0	0	26	0	0	6	168198	0	353	0	26	32	26	14	2	69	1	29	3	17	0	0	45	2	2	10	60	9	0	8	22	7	0
APH(2'')-Ie [ARO:3002634]	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACT-4 [ARO:3001829]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
PER-2 [ARO:3002364]	0	0	0	0	0	0	0	0	0	0	4	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OXA-295 [ARO:3001750]	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAHN-2 [ARO:3006980]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXA-466 [ARO:3003622]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baeR [ARO:3000828]	7	12830	2	2510	3499	110	102	637	897	5	85	4	5	5037	5	0	0	58	1341	38	4	4	135	0	6223	1	2447	43	27	5	2	87	46	13	3558	1617	9	2	63	544	2	3	26	177	1	1	10	3372	0	33	2	1333	121	3	5	10	10	2	8915	28	3	432	24	3	16	520	1928	443	65	1876	1	608	1	25	2947	4119	0	152	176	5	3	20	2734	7	317	16	9	7102	3	1	9	4	3
AAC(3)-IXa [ARO:3002543]	0	0	0	2	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
CMY-61 [ARO:3002074]	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	74	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	1	0
Erm(44)v [ARO:3003971]	0	0	0	53	49	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	53	0	74	0	68	0	0	0	0	0	0	0	28	0	0	0	0	3	0	0	0	10	0	0	0	1	0	0	0	12	0	0	1	0	0	0	58	0	0	17	0	0	0	0	0	1	0	40	0	3	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0
vanY_in_vanM_cl [ARO:3002961]	0	369	0	193	73	0	1	1	0	0	0	0	0	80	0	0	0	0	45	0	0	0	0	0	346	0	160	0	0	0	0	1	0	0	130	32	0	0	0	1	0	0	0	2	0	0	1	40	0	0	0	11	10	0	0	0	0	0	156	0	0	12	0	2	0	1	0	84	0	46	0	25	0	0	78	102	0	0	5	0	0	0	88	0	0	0	0	55	0	0	0	0	0
OXA-85 [ARO:3001780]	0	25	0	7	13	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	4	0	22	0	0	0	0	0	0	0	30	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	9	0	0	0	6	0	0	13	0	0	2	0	0	0	2	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
vanW_in_vanG_cl [ARO:3002965]	0	723	0	66	0	0	10	36	23	0	5	0	0	77	1	0	0	0	57	69	0	0	0	0	17	0	51	1	0	0	0	0	0	0	198	131	0	0	1	0	0	0	0	0	0	0	0	115	0	0	0	121	9	0	0	0	0	0	21	0	0	16	0	0	0	7	0	0	11	130	0	183	0	0	228	1	0	0	14	0	0	0	127	0	43	0	0	3	0	0	0	0	0
OXA-686 [ARO:3005893]	0	0	0	15	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCR-10.5 [ARO:3007274]	0	0	0	0	0	0	1	4	0	0	0	0	0	9	0	0	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	50	0	9	2	0	0	1	0	101	0	0	0	0	0	0	0	1	0	0	0	82	1	0	0	0	0	0	6	0	0	0	0	0	0	11	307	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	552	0	0	0	0	0
msrF [ARO:3005087]	0	1893	0	342	468	19	6	133	105	1	22	2	4	980	1	1	0	12	111	1	1	1	108	1	3190	0	358	7	46	0	0	44	0	2	742	227	2	1	4	83	1	2	1	55	1	0	0	371	0	0	0	196	2	0	0	0	18	0	1520	22	1	55	0	0	1	84	244	149	10	411	0	122	1	0	613	1477	0	0	88	0	1	0	485	2	70	0	0	1034	0	0	1	3	0
OXA-53 [ARO:3001810]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pmrA [ARO:3000822]	5	217	0	616	1235	1	68	29	264	1	32	1	2	468	0	0	0	17	78	2	1	2	313	0	9863	0	607	24	1	0	0	108	0	15	935	164	1	2	0	126	1	50	0	19	2	3	1	178	0	0	0	376	3	0	1	0	5	0	2999	120	0	83	32	3	0	23	565	325	23	739	0	208	0	1	1053	6492	0	0	86	1	5	1	32	3	24	5	1	2671	3	0	0	2	0
OXA-618 [ARO:3005839]	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHA-7 [ARO:3002136]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AAC(6')-Iad [ARO:3002572]	0	0	0	18	6	0	3	0	0	0	8	0	0	21	0	0	0	0	6	0	0	0	0	0	22	0	10	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lfrA [ARO:3003967]	0	219	0	18	82	0	15	79	13	1	0	0	0	176	0	0	0	0	35	8	0	0	0	0	28	0	42	0	0	0	0	0	0	0	55	35	0	0	0	0	0	0	0	3	0	0	0	84	0	0	0	81	8	0	0	0	0	0	142	0	0	3	9	0	0	0	0	2	0	65	0	3	0	0	80	1	0	0	20	0	0	0	0	1	1	0	0	213	0	0	0	0	0
SHV-52 [ARO:3001109]	0	0	0	0	0	0	0	0	0	0	18	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0
IND-11 [ARO:3002267]	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
adeS [ARO:3000549]	1	2226	0	385	501	0	74	54	31	0	22	1	8	607	2	0	1	1	95	7	0	0	4	0	870	0	316	5	0	0	0	15	1	23	506	112	3	4	9	3	0	0	0	37	0	0	1	230	0	0	1	197	15	0	1	0	0	0	1351	1	0	39	12	0	1	64	440	110	3	227	0	82	0	0	345	1293	0	0	18	0	0	0	504	0	43	0	0	1204	2	0	1	2	2
MIR-3 [ARO:3002169]	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
SHV-42 [ARO:3001100]	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMI-5 [ARO:3001862]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adeN [ARO:3000559]	1	1	0	11	27	0	10	5	0	0	0	0	0	91	0	0	0	0	8	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	5	0	0	0	0	12	0	0	0	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	15	0	0	1	0	0	0	4	9	0	0	6	0	1	0	0	18	47	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OpmH [ARO:3003682]	0	0	0	1	11	0	0	6	10	0	0	0	0	12	0	0	0	0	0	2	0	0	27	0	0	0	0	0	0	0	0	32	0	0	0	0	1	5	1	148	0	0	0	10	0	0	0	0	0	0	0	53	0	0	0	0	0	0	19	0	0	0	0	0	0	1	614	62	8	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	12	0	0	669	1	0	0	0	0
rosA [ARO:3003048]	1	55	0	0	23	1	70	31	256	0	133	1	2	49	0	0	0	27	7	2	0	1	123	1	28	1	4	0	38	0	0	218	1	69	0	29	0	13	50	510	0	0	0	469	1	0	0	0	0	0	0	963	98	8	0	29	49	0	42	6	0	1	0	0	1	66	1916	22	46	7	0	9	0	2	0	101	0	128	42	0	1	0	2	1	33	1	0	3043	0	1	0	1	0
Kpne_KpnH [ARO:3004597]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	5	183	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0
MexF [ARO:3000804]	0	195	0	31	63	0	29	329	183	1	123	0	0	105	0	0	0	64	4	51	1	0	74	0	55	1	31	14	14	0	0	156	0	119	64	19	3	12	56	495	3	0	0	416	0	0	0	7	0	24	0	693	140	13	0	2	40	0	122	1	1	4	45	1	4	368	2004	98	2	32	2	62	1	3	27	132	0	49	17	3	0	0	36	0	84	1	2	3247	0	0	0	1	0
CTX-M-67 [ARO:3001928]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssui_ACT_CHL [ARO:3004455]	0	0	0	20	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cpxA [ARO:3000830]	0	583	0	32	150	0	0	102	82	1	98	0	0	76	0	0	0	54	63	11	2	0	121	0	98	1	53	0	1	0	0	315	20	39	121	27	0	2	3	1879	2	1	1	127	0	0	1	93	2	0	2	655	17	0	0	0	0	0	611	0	0	8	19	0	17	172	5851	562	72	52	2	22	0	2	201	581	1	0	22	1	1	0	118	0	104	27	2	11106	0	3	4	4	1
THIN-B [ARO:3000851]	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CMY-70 [ARO:3002083]	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
QnrS6 [ARO:3002795]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
BSU-1 [ARO:3006902]	0	130	0	43	23	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	5	0	104	0	0	0	0	0	0	0	26	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	77	0	1	9	0	0	0	0	0	0	0	4	0	1	0	0	16	10	0	0	2	0	0	0	11	0	0	0	0	14	0	0	0	0	0
mphC [ARO:3000319]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	33	0	2	0	0	0	0	0	0	1	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	242	0	38	0	0	332	25	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMI-14 [ARO:3006178]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXY-3-1 [ARO:3002409]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXA-96 [ARO:3001631]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIC-1 [ARO:3004753]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICR-Mc [ARO:3004466]	0	1	0	0	0	0	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSD2-2 [ARO:3006983]	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ErmW [ARO:3001306]	0	15	0	0	32	0	0	0	27	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	4	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	4	0	0	0	0	0	0	0	0	0	2	0	0	32	0	0	0	0	0
MCR-5.2 [ARO:3004698]	0	0	0	0	0	0	0	15	19	0	0	0	0	15	0	0	1	0	6	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	28	0	0	1	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	7	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	127	0	0	0	0	0
CepA-49 [ARO:3006226]	0	0	0	0	0	0	0	17	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	17	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
catB3 [ARO:3002676]	0	0	0	0	0	18	0	0	0	1	0	0	5	0	0	0	0	5	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CMY-33 [ARO:3002044]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0
vanO [ARO:3002913]	0	375	0	86	159	3	18	64	58	0	14	0	3	278	0	0	0	0	137	10	0	0	1	0	411	0	70	0	0	0	0	6	0	0	390	161	0	0	3	39	0	0	0	1	0	0	0	267	0	0	0	52	0	0	1	0	1	0	342	0	0	16	3	0	0	74	132	7	0	125	0	20	0	0	231	6	0	6	19	0	0	0	71	0	27	1	0	554	1	0	0	1	2
PSV-1 [ARO:3006978]	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHV-79 [ARO:3001133]	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abau_AmvA [ARO:3004577]	0	55	0	25	102	0	0	15	40	0	31	2	0	223	0	0	0	0	33	0	0	0	0	0	13	0	13	0	14	0	0	0	0	6	36	9	0	0	0	1	0	0	0	32	0	0	0	87	0	0	0	22	0	0	0	0	0	0	153	32	1	3	2	0	0	2	3	2	0	13	0	0	0	0	29	1	0	2	43	0	0	0	0	1	0	0	0	116	0	0	0	0	0
Vcho_varG [ARO:3004289]	0	5	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	35	0	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	13	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0
IMI-19 [ARO:3006183]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erm(40) [ARO:3004606]	0	0	0	0	47	0	0	0	67	0	0	0	0	3	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	19	0	0	0	0	0	0	0	0	11	0	55	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	12	0	0	0	0	0
GIL-1 [ARO:3006888]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ramA [ARO:3000823]	0	106	0	82	10	0	3	45	32	0	13	0	0	142	1	0	0	5	2	1	1	0	0	0	21	0	38	0	0	0	0	2	0	0	36	3	0	2	0	56	0	0	0	31	0	0	0	18	0	0	0	61	8	0	0	0	0	0	19	0	0	3	24	0	0	42	506	11	0	27	0	0	1	0	8	0	0	43	20	1	0	0	93	0	17	0	0	729	0	0	0	0	0
